Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,I_inner_membrane,S_inner_membrane,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b3775,P0A9L5,ppiC,Peptidyl-prolyl cis-trans isomerase C,REP-1jns,1jns-A_clean,Protein Data Bank,10231.899499999994,7.538453877265247e-07,,1271.0,Cytosol,Heinemann 2016,x,,
b3777,P56259,yifN,Putative uncharacterized protein YifN,REP-b3777_7_147_4hke,b3777_7_147_4hke-A_clean,SWISS-MODEL,16873.2443,,,,Cytosol,EchoLOCATION predicted,,,
b3778,P09980,rep,ATP-dependent DNA helicase Rep,REP-1uaa,1uaa-A_clean,Protein Data Bank,77023.29460000023,0.0,,0.0,Cytosol,EchoLOCATION predicted,x,,
b3779,P25552,gppA,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",REP-b3779_1_302_3cer,b3779_1_302_3cer-A_clean,SWISS-MODEL,54870.50270000008,1.1862240562179776e-09,,2.0,Cytosol,iJL1678,x,,
b3780,P0A8J8,rhlB,ATP-dependent RNA helicase RhlB,REP-b3780_9_383_2vso,b3780_9_383_2vso-A_clean,SWISS-MODEL,47125.35020000005,2.752039810425708e-07,,464.0,Cytosol,iJL1678,x,,
b3781,P0AA25,trxA,Thioredoxin 1,REP-5hr3,5hr3-A_clean,Protein Data Bank,11806.481899999984,1.4208591745378934e-05,,23956.0,Cytosol,iJL1678,x,,
b3782,P0ADF3,rhoL,Putative rho operon leader peptide,,,,3750.1657999999998,,,,Cytosol,EchoLOCATION predicted,,,
b3783,P0AG30,rho,Transcription termination factor Rho,REP-3ice,3ice-A_clean,Protein Data Bank,47003.66610000004,1.8433921833627371e-06,,3108.0,Cytosol,iJL1678,x,,
b3784,P0AC78,wecA,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,REP-b3784_8_313_5ckr,b3784_8_313_5ckr-A_clean,SWISS-MODEL,40956.754700000034,,4.7952933934479344e-06,3.0,Inner_Membrane,iJL1678,x,,
b3785,P0AG00,wzzE,ECA polysaccharide chain length modulation protein,REP-4wl1,4wl1-A_clean,Protein Data Bank,39488.65470000003,,0.00014545723293458735,91.0,Inner_Membrane,iJL1678,x,,
b3786,P27828,wecB,UDP-N-acetylglucosamine 2-epimerase,REP-1f6d,1f6d-A_clean,Protein Data Bank,42244.09300000002,6.286987497955281e-08,,106.0,Cytosol,iJL1678,x,,
b3787,P27829,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,REP-b3787_4_420_1mfz,b3787_4_420_1mfz-A_clean,SWISS-MODEL,45838.20500000008,5.5159418614135956e-08,,93.0,Cytosol,iJL1678,x,,
b3788,P27830,rffG,"dTDP-glucose 4,6-dehydratase 2",REP-1bxk,1bxk-A_clean,Protein Data Bank,39753.35690000003,2.372448112435955e-08,,40.0,Cytosol,iJL1678,x,,
b3789,P61887,rffH,Glucose-1-phosphate thymidylyltransferase 2,REP-1mc3,1mc3-A_clean,Protein Data Bank,32733.99080000001,1.3048464618397754e-08,,22.0,Cytosol,iJL1678,x,,
b3790,P27832,wecD,dTDP-fucosamine acetyltransferase,REP-2ft0,2ft0-A_clean,Protein Data Bank,24220.071200000002,,,,Cytosol,iJL1678,,,
b3791,P27833,wecE,"dTDP-4-amino-4,6-dideoxygalactose transaminase",REP-4zah,4zah-A_clean,Protein Data Bank,41900.555700000004,3.67729457427573e-08,,62.0,Cytosol,iJL1678,x,,
b3792,P0AAA7,wzxE,Lipid III flippase,,,,44959.08230000007,,,,Inner_Membrane,iJL1678,,,
b3793,P27835,wzyE,Probable ECA polymerase,,,,51516.619200000016,,,,Inner_Membrane,iJL1678,,,
b3794,P27836,wecG,UDP-N-acetyl-D-mannosaminuronic acid transferase,REP-b3794_23_171_2q5c,b3794_23_171_2q5c-A_clean,SWISS-MODEL,27927.842400000016,,,,Cytosol,iJL1678,,,
b3795,P27837,yifK,Probable transport protein YifK,,,,50398.45220000005,,7.992155655746558e-06,5.0,Inner_Membrane,Heinemann 2016,,,
b3800,P25550,aslB,Anaerobic sulfatase-maturating enzyme homolog AslB,REP-b3800_8_392_4k36,b3800_8_392_4k36-A_clean,SWISS-MODEL,46512.65500000005,,,,Cytosol,EchoLOCATION predicted,,,
b3801,P25549,aslA,Arylsulfatase,REP-b3801_84_542_1auk,b3801_84_542_1auk-A_clean,SWISS-MODEL,60716.88590000009,,,,Periplasm,EchoLOCATION predicted,,,
b3802,P0ACB7,hemY,Protein HemY,REP-b3802_84_390_4xnh,b3802_84_390_4xnh-A_clean,SWISS-MODEL,45244.47700000005,,0.0008343810504599406,522.0,Inner_Membrane,Heinemann 2016,x,,
b3803,P09127,hemX,Putative uroporphyrinogen-III C-methyltransferase,,,,42962.4918000001,2.3902414732792244e-07,,403.0,Cytosol,iJL1678,,,
b3804,P09126,hemD,Uroporphyrinogen-III synthase,REP-b3804_1_246_3mw8,b3804_1_246_3mw8-A_clean,SWISS-MODEL,27797.606800000023,4.74489622487191e-09,,8.0,Cytosol,iJL1678,x,,
b3805,P06983,hemC,Porphobilinogen deaminase,REP-1gtk,1gtk-A_clean,Protein Data Bank,33851.43770000004,1.2811219807154157e-07,,216.0,Cytosol,iJL1678,x,,
b3806,P00936,cyaA,Adenylate cyclase,,,,97584.8332000004,1.1862240562179776e-09,,2.0,Cytosol,iJL1678,,,
b3807,P27838,cyaY,Protein CyaY,REP-1ew4,1ew4-A_clean,Protein Data Bank,12231.265699999989,9.549103652554719e-08,,161.0,Cytosol,iJL1678,x,,
b3808,P11291,,Putative uncharacterized protein b3808,,,,17341.811000000005,,,,Cytosol,Arbitrary assignment,,,
b3809,P0A6K1,dapF,Diaminopimelate epimerase,REP-4ijz,4ijz-A_clean,Protein Data Bank,30208.231199999995,1.838647287137865e-08,,31.0,Cytosol,iJL1678,x,,
b3810,P23305,yigA,Uncharacterized protein YigA,REP-b3810_51_231_3e98,b3810_51_231_3e98-A_clean,SWISS-MODEL,26728.465700000004,7.710456365416853e-09,,13.0,Cytosol,EchoLOCATION predicted,x,,
b3811,P0A8P6,xerC,Tyrosine recombinase XerC,REP-b3811_4_293_4a8e,b3811_4_293_4a8e-A_clean,SWISS-MODEL,33867.343300000044,9.48979244974382e-09,,16.0,Cytosol,Heinemann 2016,x,,
b3812,P0ADP0,yigB,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,REP-b3812_10_237_3vay,b3812_10_237_3vay-A_clean,SWISS-MODEL,27121.509300000005,9.964282072231011e-08,,168.0,Cytosol,EchoLOCATION predicted,x,,
b3813,P03018,uvrD,DNA helicase II,REP-2is6,2is6-A_clean,Protein Data Bank,81988.94270000032,1.1862240562179775e-08,,20.0,Cytosol,EchoLOCATION predicted,x,,
b3816,P0ABI4,corA,Magnesium transport protein CorA,REP-5n77,5n77-A_clean,Protein Data Bank,36589.26500000001,,0.00020779604704941048,130.0,Inner_Membrane,iJL1678,x,,
b3817,P27842,yigF,Uncharacterized protein YigF,,,,14549.013199999989,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3818,P27843,yigG,Inner membrane protein YigG,,,,14408.02919999998,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3819,P27844,rarD,Protein RarD,,,,33282.66830000005,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3820,P0ADP2,yigI,Uncharacterized protein YigI,REP-b3820_2_155_3e8p,b3820_2_155_3e8p-A_clean,SWISS-MODEL,17162.58769999999,6.464921106387977e-08,,109.0,Cytosol,EchoLOCATION predicted,x,,
b3821,P0A921,pldA,Phospholipase A1,REP-1qd5,1qd5-A_clean,Protein Data Bank,33162.71369999999,,,7.0,Outer_Membrane,iJL1678,,,
b3822,P15043,recQ,ATP-dependent DNA helicase RecQ,REP-1oyy,1oyy-A_clean,Protein Data Bank,68362.75370000023,,,,Cytosol,EchoLOCATION predicted,,,
b3823,P0AG38,rhtC,Threonine efflux protein,,,,22473.832099999992,,,,Inner_Membrane,iJL1678,,,
b3824,P0AG34,rhtB,Homoserine/homoserine lactone efflux protein,,,,22426.492999999988,,,,Inner_Membrane,iJL1678,,,
b3825,P07000,pldB,Lysophospholipase L2,REP-b3825_30_331_3pe6,b3825_30_331_3pe6-A_clean,SWISS-MODEL,38977.781800000055,,,,Cytosol,iJL1678,,,
b3826,P27848,yigL,Pyridoxal phosphate phosphatase YigL,REP-3pgv,3pgv-A_clean,Protein Data Bank,29707.394199999995,1.8505095277000448e-07,,312.0,Cytosol,iJL1678,x,,
b3827,P0ADP5,yigM,Uncharacterized membrane protein YigM,REP-b3827_2_281_5i20,b3827_2_281_5i20-A_clean,SWISS-MODEL,33726.548000000046,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3828,P0A9F9,metR,HTH-type transcriptional regulator MetR,REP-b3828_1_290_3fxu,b3828_1_290_3fxu-A_clean,SWISS-MODEL,35628.58790000004,1.482780070272472e-08,,25.0,Cytosol,Heinemann 2016,x,,
b3829,P25665,metE,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,REP-b3829_3_751_4ztx,b3829_3_751_4ztx-A_clean,SWISS-MODEL,84672.4709000005,2.2502077234426925e-05,,37939.0,Cytosol,iJL1678,x,,
b3830,P56262,ysgA,Putative carboxymethylenebutenolidase,REP-b3830_28_265_3f67,b3830_28_265_3f67-A_clean,SWISS-MODEL,29424.847199999982,8.95599162444573e-08,,151.0,Cytosol,EchoLOCATION predicted,x,,
b3831,P12758,udp,Uridine phosphorylase,REP-1rxy,1rxy-A_clean,Protein Data Bank,27158.780199999997,9.323721081873303e-07,,1572.0,Cytosol,iJL1678,x,,
b3832,P0AG71,rmuC,DNA recombination protein RmuC,,,,54763.80490000008,,,,Cytosol,EchoLOCATION predicted,,,
b3833,P0A887,ubiE,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,REP-b3833_61_232_5fcd,b3833_61_232_5fcd-A_clean,SWISS-MODEL,28072.88920000001,5.403250576072887e-07,,911.0,Cytosol,iJL1678,x,,
b3834,P0ADP7,ubiJ,Ubiquinone biosynthesis protein UbiJ,,,,22152.322099999994,4.151784196762922e-09,,7.0,Cytosol,Arbitrary assignment,,,
b3835,P0A6A0,ubiB,Probable protein kinase UbiB,REP-b3835_52_440_4ped,b3835_52_440_4ped-A_clean,SWISS-MODEL,63201.966100000165,,4.7952933934479344e-06,3.0,Inner_Membrane,iJL1678,x,,
b3836,P69428,tatA,Sec-independent protein translocase protein TatA,REP-2mn6,2mn6-A_clean,Protein Data Bank,9663.861199999998,,0.004197480150398092,2626.0,Inner_Membrane,iJL1678,x,,
b3838,P69425,tatB,Sec-independent protein translocase protein TatB,REP-b3838_1_101_2mi2,b3838_1_101_2mi2-A_clean,SWISS-MODEL,18420.637799999975,,0.001098122187099577,687.0,Inner_Membrane,iJL1678,x,,
b3839,P69423,tatC,Sec-independent protein translocase protein TatC,REP-b3839_11_238_4hts,b3839_11_238_4hts-A_clean,SWISS-MODEL,28875.9493,,0.0005035058063120331,315.0,Inner_Membrane,iJL1678,x,,
b3842,P0AFW0,rfaH,Transcription antitermination protein RfaH,REP-2oug,2oug-A_clean,Protein Data Bank,18340.015399999997,1.7200248815160674e-08,,29.0,Cytosol,EchoLOCATION predicted,x,,
b3843,P0AAB4,ubiD,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,REP-5m1d,5m1d-A_clean,Protein Data Bank,55603.089500000075,6.405609903577079e-08,,108.0,Cytosol,iJL1678,x,,
b3844,P0AEN1,fre,NAD(P)H-flavin reductase,REP-1qfj,1qfj-A_clean,Protein Data Bank,26241.68680000001,2.7105219684580783e-07,,457.0,Cytosol,iJL1678,x,,
b3845,P21151,fadA,3-ketoacyl-CoA thiolase FadA,REP-3goa,3goa-A_clean,Protein Data Bank,40875.8029,1.2455352590288764e-08,,21.0,Cytosol,iJL1678,x,,
b3846,P21177,fadB,Fatty acid oxidation complex subunit alpha,REP-b3846_1_714_1wdl,b3846_1_714_1wdl-A_clean,SWISS-MODEL,79592.95340000032,1.7200248815160674e-08,,29.0,Cytosol,iJL1678,x,,
b3847,P21165,pepQ,Xaa-Pro dipeptidase,REP-4qr8,4qr8-A_clean,Protein Data Bank,50175.559800000054,6.530163429479967e-07,,1101.0,Cytosol,EchoLOCATION predicted,x,,
b3848,P27862,yigZ,IMPACT family member YigZ,REP-1vi7,1vi7-A_clean,Protein Data Bank,21756.628300000008,,,,Cytosol,EchoLOCATION predicted,,,
b3849,P0AFZ7,trkH,Trk system potassium uptake protein TrkH,,,,52959.08130000006,,,,Inner_Membrane,iJL1678,,,
b3850,P0ACB4,hemG,Protoporphyrinogen IX dehydrogenase [menaquinone],,,,21226.0465,3.3807385602212354e-08,,57.0,Cytosol,iJL1678,,,
b3856,P32125,mobB,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,REP-1np6,1np6-A_clean,Protein Data Bank,19363.153000000002,,,,Cytosol,iJL1678,,,
b3857,P32173,mobA,Molybdenum cofactor guanylyltransferase,REP-1e5k,1e5k-A_clean,Protein Data Bank,21642.621200000005,8.303568393525843e-09,,14.0,Cytosol,iJL1678,x,,
b3858,P0ADP9,yihD,Protein YihD,REP-2ko6,2ko6-A_clean,Protein Data Bank,10272.78629999999,1.8706753366557507e-06,,3154.0,Cytosol,EchoLOCATION predicted,x,,
b3859,P0C0K3,srkA,Stress response kinase A,REP-1zyl,1zyl-A_clean,Protein Data Bank,38119.84550000003,4.151784196762922e-09,,7.0,Cytosol,Heinemann 2016,x,,
b3860,P0AEG4,dsbA,Thiol:disulfide interchange protein DsbA,REP-1fvk,1fvk-A_clean,Protein Data Bank,23104.262199999983,1.7099876337064953e-05,,3799.0,Periplasm,Heinemann 2016,,,
b3861,P32128,yihF,Uncharacterized protein YihF,,,,52636.23500000005,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3862,P32129,yihG,Probable acyltransferase YihG,,,,36288.58330000006,,,,Cytosol,EchoLOCATION predicted,,,
b3863,P00582,polA,DNA polymerase I,REP-1d8y,1d8y-A_clean,Protein Data Bank,103116.86220000061,1.939476331916393e-07,,327.0,Cytosol,EchoLOCATION predicted,x,,
b3865,P0A6P7,engB,Probable GTP-binding protein EngB,REP-1pui,1pui-A_clean,Protein Data Bank,23560.6079,6.719959278474842e-07,,1133.0,Cytosol,Heinemann 2016,x,,
b3866,P0A8H6,yihI,Der GTPase-activating protein YihI,,,,19059.002699999997,5.338008252980899e-07,,900.0,Cytosol,EchoLOCATION predicted,,,
b3867,P32131,hemN,Oxygen-independent coproporphyrinogen III oxidase,REP-1olt,1olt-A_clean,Protein Data Bank,52728.41250000009,6.168365092333483e-08,,104.0,Cytosol,iJL1678,x,,
b3868,P0AFB8,glnG,Nitrogen regulation protein NR(I),REP-b3868_4_467_5m7o,b3868_4_467_5m7o-A_clean,SWISS-MODEL,52254.10850000008,1.0972572520016292e-07,,185.0,Cytosol,Arbitrary assignment,x,,
b3869,P0AFB5,glnL,Nitrogen regulation protein NR(II),REP-b3869_5_348_4gcz,b3869_5_348_4gcz-A_clean,SWISS-MODEL,38555.641200000035,3.2028049517885393e-08,,54.0,Cytosol,EchoLOCATION predicted,x,,
b3870,P0A9C5,glnA,Glutamine synthetase,REP-2gls,2gls-A_clean,Protein Data Bank,51903.16590000002,1.0119677423595567e-05,,17062.0,Cytosol,iJL1678,x,,
b3871,P32132,typA,GTP-binding protein TypA/BipA,REP-4zcm,4zcm-A_clean,Protein Data Bank,67354.65530000019,1.740783802499882e-06,,2935.0,Cytosol,EchoLOCATION predicted,x,,
b3872,P0ACM9,yihL,Uncharacterized HTH-type transcriptional regulator YihL,REP-b3872_4_235_4zs8,b3872_4_235_4zs8-A_clean,SWISS-MODEL,26938.44780000001,,,,Cytosol,EchoLOCATION predicted,,,
b3873,P32134,yihM,Uncharacterized protein YihM,REP-b3873_6_256_4xkm,b3873_6_256_4xkm-A_clean,SWISS-MODEL,36941.38690000003,,,,Cytosol,EchoLOCATION predicted,,,
b3874,P32135,yihN,Inner membrane protein YihN,,,,46334.74630000002,,,,Outer_Membrane,EchoLOCATION predicted,,,
b3875,P76773,ompL,Porin OmpL,REP-b3875_22_230_2wjq,b3875_22_230_2wjq-A_clean,SWISS-MODEL,27199.93820000003,,,,Outer_Membrane,iJL1678,,,
b3876,P32136,yihO,Putative sulfoquinovose importer,,,,51573.57750000002,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3877,P32137,yihP,"Putative 2,3-dihydroxypropane-1-sulfonate exporter",,,,50981.50140000003,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3878,P32138,yihQ,Sulfoquinovosidase,REP-5aee,5aee-A_clean,Protein Data Bank,77274.06040000034,6.524232309198877e-09,,11.0,Cytosol,EchoLOCATION predicted,x,,
b3879,P32139,yihR,Uncharacterized protein YihR,REP-b3879_8_305_1z45,b3879_8_305_1z45-A_clean,SWISS-MODEL,34009.523000000016,,,,Cytosol,EchoLOCATION predicted,,,
b3880,P32140,yihS,Sulfoquinovose isomerase,REP-2rgk,2rgk-A_clean,Protein Data Bank,47432.05980000005,,,,Cytosol,EchoLOCATION predicted,,,
b3881,P32141,yihT,Sulfofructosephosphate aldolase,REP-1to3,1to3-A_clean,Protein Data Bank,31982.69020000001,,,,Cytosol,EchoLOCATION predicted,,,
b3882,P0A9V8,yihU,3-sulfolactaldehyde reductase,REP-b3882_1_274_3qha,b3882_1_274_3qha-A_clean,SWISS-MODEL,31157.82340000003,,,,Cytosol,iJL1678,,,
b3883,P32143,yihV,Sulfofructose kinase,REP-b3883_2_297_2rbc,b3883_2_297_2rbc-A_clean,SWISS-MODEL,31727.29390000002,,,,Cytosol,EchoLOCATION predicted,,,
b3884,P32144,yihW,Uncharacterized HTH-type transcriptional regulator YihW,REP-b3884_67_182_2o0m,b3884_67_182_2o0m-A_clean,SWISS-MODEL,28506.97410000001,,,,Cytosol,EchoLOCATION predicted,,,
b3885,P0A8Y3,yihX,Alpha-D-glucose 1-phosphate phosphatase YihX,REP-2b0c,2b0c-A_clean,Protein Data Bank,22731.521300000004,3.558672168653933e-08,,60.0,Cytosol,EchoLOCATION predicted,x,,
b3886,P0A8K8,yihY,UPF0761 membrane protein YihY,,,,32838.47960000003,,,,Cytosol,Arbitrary assignment,,,
b3887,P0A6M4,dtd,D-aminoacyl-tRNA deacylase,REP-1jke,1jke-A_clean,Protein Data Bank,15949.88089999999,,,,Cytosol,EchoLOCATION predicted,,,
b3888,P0ADQ2,yiiD,Uncharacterized protein YiiD,REP-b3888_20_187_5hgz,b3888_20_187_5hgz-A_clean,SWISS-MODEL,37093.888300000035,5.3973194557917976e-08,,91.0,Cytosol,EchoLOCATION predicted,x,,
b3889,P0ADQ5,yiiE,Uncharacterized protein YiiE,REP-b3889_1_72_2k5j,b3889_1_72_2k5j-A_clean,SWISS-MODEL,8407.636300000002,,,,Cytosol,EchoLOCATION predicted,,,
b3890,P0AFU6,yiiF,Uncharacterized protein YiiF,REP-2k5j,2k5j-A_clean,Protein Data Bank,8442.3839,,,,Cytosol,EchoLOCATION predicted,,,
b3891,P13024,fdhE,Protein FdhE,REP-b3891_24_307_2fiy,b3891_24_307_2fiy-A_clean,SWISS-MODEL,34746.335900000035,8.125634785093145e-08,,137.0,Cytosol,Heinemann 2016,x,,
b3892,P0AEL0,fdoI,"Formate dehydrogenase, cytochrome b556(fdo) subunit",REP-b3892_2_211_1kqf,b3892_2_211_1kqf-A_clean,SWISS-MODEL,24606.05910000002,,1.5984311311493116e-06,1.0,Inner_Membrane,iJL1678,x,,
b3893,P0AAJ5,fdoH,Formate dehydrogenase-O iron-sulfur subunit,REP-b3893_2_283_1kqf,b3893_2_283_1kqf-A_clean,SWISS-MODEL,33100.047800000044,,2.3976466967239672e-05,15.0,Inner_Membrane,iJL1678,x,,
b3894,P32176,fdoG,Formate dehydrogenase-O major subunit,,,,,5.671451483206591e-07,,126.0,Periplasm,iJL1678,,,
b3895,P32177,fdhD,Sulfur carrier protein FdhD,REP-4pde,4pde-A_clean,Protein Data Bank,30559.6646,,,,Cytosol,EchoLOCATION predicted,,,
b3896,P32151,yiiG,Uncharacterized protein YiiG,,,,39293.86770000009,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3897,P32152,frvR,Putative frv operon regulatory protein,REP-b3897_2_432_4r6i,b3897_2_432_4r6i-A_clean,SWISS-MODEL,65998.92330000021,,,,Cytosol,EchoLOCATION predicted,,,
b3898,P32153,frvX,Putative aminopeptidase FrvX,REP-b3898_2_350_5ds0,b3898_2_350_5ds0-A_clean,SWISS-MODEL,38732.98070000003,,,,Cytosol,EchoLOCATION predicted,,,
b3899,P32154,frvB,Fructose-like PTS system EIIBC component,,,,51119.83430000002,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3900,P32155,frvA,PTS system fructose-like EIIA component,REP-b3900_2_145_4gqx,b3900_2_145_4gqx-A_clean,SWISS-MODEL,16093.322799999984,,,,Cytosol,EchoLOCATION predicted,,,
b3901,P32156,rhaM,L-rhamnose mutarotase,REP-1x8d,1x8d-A_clean,Protein Data Bank,12264.758699999993,,,,Cytosol,Arbitrary assignment,,,
b3902,P32169,rhaD,Rhamnulose-1-phosphate aldolase,REP-2v9l,2v9l-A_clean,Protein Data Bank,30145.13760000001,,,,Cytosol,iJL1678,,,
b3903,P32170,rhaA,L-rhamnose isomerase,REP-1d8w,1d8w-A_clean,Protein Data Bank,47198.875100000085,,,,Cytosol,iJL1678,,,
b3904,P32171,rhaB,L-Rhamnulokinase,REP-2cgl,2cgl-A_clean,Protein Data Bank,54068.42650000009,,,,Cytosol,iJL1678,,,
b3905,P09377,rhaS,HTH-type transcriptional activator RhaS,REP-b3905_28_231_5nla,b3905_28_231_5nla-A_clean,SWISS-MODEL,32314.927700000062,,,,Cytosol,EchoLOCATION predicted,,,
b3906,P09378,rhaR,HTH-type transcriptional activator RhaR,REP-b3906_28_280_5suw,b3906_28_280_5suw-A_clean,SWISS-MODEL,32372.26220000005,,,,Cytosol,EchoLOCATION predicted,,,
b3907,P27125,rhaT,L-rhamnose-proton symporter,,,,37319.3743,,,,Inner_Membrane,iJL1678,,,
b3908,P00448,sodA,Superoxide dismutase [Mn],REP-1ix9,1ix9-A_clean,Protein Data Bank,23096.799899999984,1.395355357329207e-05,,23526.0,Cytosol,iJL1678,x,,
b3909,P0A712,kdgT,2-keto-3-deoxygluconate permease,,,,33668.87360000001,,,,Inner_Membrane,iJL1678,,,
b3910,P32157,yiiM,Protein YiiM,REP-1o65,1o65-A_clean,Protein Data Bank,25342.420200000004,2.2538257068141573e-08,,38.0,Cytosol,EchoLOCATION predicted,x,,
b3911,P0AE82,cpxA,Sensor histidine kinase CpxA,,,,51623.62230000005,,5.274822732792728e-05,33.0,Inner_Membrane,Heinemann 2016,,,
b3912,P0AE88,cpxR,Transcriptional regulatory protein CpxR,REP-4uhj,4uhj-A_clean,Protein Data Bank,26311.79870000001,4.2407510009792694e-07,,715.0,Cytosol,Heinemann 2016,x,,
b3915,P69380,fieF,Ferrous-iron efflux pump FieF,REP-2qfi,2qfi-A_clean,Protein Data Bank,32926.87360000004,,,,Inner_Membrane,iJL1678,,,
b3916,P0A796,pfkA,ATP-dependent 6-phosphofructokinase isozyme 1,REP-1pfk,1pfk-A_clean,Protein Data Bank,34841.664300000004,5.385457215229618e-07,,908.0,Cytosol,iJL1678,x,,
b3917,P0AG78,sbp,Sulfate-binding protein,REP-1sbp,1sbp-A_clean,Protein Data Bank,36658.827500000014,2.8717349573696863e-06,,638.0,Periplasm,iJL1678,,,
b3918,P06282,cdh,CDP-diacylglycerol pyrophosphatase,REP-2pof,2pof-A_clean,Protein Data Bank,28450.435500000025,4.151784196762922e-09,,7.0,Cytosol,iJL1678,x,,
b3919,P0A858,tpiA,Triosephosphate isomerase,REP-1tre,1tre-A_clean,Protein Data Bank,26971.50249999998,3.05571316881751e-06,,5152.0,Cytosol,iJL1678,x,,
b3920,P32160,yiiQ,Uncharacterized protein YiiQ,,,,21762.687,,,,Periplasm,EchoLOCATION predicted,,,
b3921,P0AF34,yiiR,Uncharacterized protein YiiR,,,,16541.440299999995,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3922,P32162,yiiS,UPF0381 protein YiiS,REP-2k3i,2k3i-A_clean,Protein Data Bank,10776.110999999992,5.3973194557917976e-08,,91.0,Cytosol,EchoLOCATION predicted,x,,
b3923,P0AAB8,uspD,Universal stress protein D,REP-b3923_2_141_1jmv,b3923_2_141_1jmv-A_clean,SWISS-MODEL,16292.849599999987,4.8635186304937074e-08,,82.0,Cytosol,Heinemann 2016,x,,
b3924,P28861,fpr,Ferredoxin--NADP reductase,REP-1fdr,1fdr-A_clean,Protein Data Bank,27750.610100000027,5.990431483900786e-08,,101.0,Cytosol,iJL1678,x,,
b3925,P0A9C9,glpX,"Fructose-1,6-bisphosphatase 1 class 2",REP-3big,3big-A_clean,Protein Data Bank,35851.92450000001,1.1150506128448989e-07,,188.0,Cytosol,iJL1678,x,,
b3926,P0A6F3,glpK,Glycerol kinase,REP-1bu6,1bu6-O_clean,Protein Data Bank,56230.10950000007,3.0272437914682785e-06,,5104.0,Cytosol,iJL1678,x,,
b3927,P0AER0,glpF,Glycerol uptake facilitator protein,REP-1ldf,1ldf-A_clean,Protein Data Bank,29779.630900000004,,6.393724524597246e-05,40.0,Inner_Membrane,iJL1678,x,,
b3928,P0AF36,zapB,Cell division protein ZapB,REP-2jee,2jee-A_clean,Protein Data Bank,9634.702299999999,4.6333911635874205e-06,,7812.0,Cytosol,Heinemann 2016,x,,
b3929,P0A8R0,rraA,Regulator of ribonuclease activity A,REP-1q5x,1q5x-A_clean,Protein Data Bank,17360.152099999992,4.056886272265483e-07,,684.0,Cytosol,Heinemann 2016,x,,
b3930,P32166,menA,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",REP-b3930_10_303_4tq3,b3930_10_303_4tq3-A_clean,SWISS-MODEL,33593.573100000045,,,,Inner_Membrane,iJL1678,,,
b3931,P0A6H5,hslU,ATP-dependent protease ATPase subunit HslU,REP-1g4a,1g4a-E_clean,Protein Data Bank,49593.22730000006,5.237179208202371e-07,,883.0,Cytosol,Heinemann 2016,x,,
b3932,P0A7B8,hslV,ATP-dependent protease subunit HslV,REP-5ji3,5ji3-A_clean,Protein Data Bank,19092.617800000007,2.413965954403584e-07,,407.0,Cytosol,Heinemann 2016,x,,
b3933,P29131,ftsN,Cell division protein FtsN,,,,35792.804299999974,,0.00023496937627894877,147.0,Inner_Membrane,Heinemann 2016,,,
b3934,P0ACN7,cytR,HTH-type transcriptional repressor CytR,REP-b3934_11_341_1vpw,b3934_11_341_1vpw-A_clean,SWISS-MODEL,37819.387800000026,3.5586721686539327e-09,,6.0,Cytosol,EchoLOCATION predicted,x,,
b3935,P17888,priA,Primosomal protein N',REP-4nl8,4nl8-A_clean,Protein Data Bank,81653.90120000031,,,,Cytosol,EchoLOCATION predicted,,,
b3936,P0A7M9,rpmE,50S ribosomal protein L31,REP-5nwy,5nwy-L_clean,Protein Data Bank,7870.9886,6.167771980305374e-06,,10399.0,Cytosol,iJL1678,x,,
b3937,P32167,yiiX,Uncharacterized protein YiiX,REP-2if6,2if6-A_clean,Protein Data Bank,23139.3499,,,,Periplasm,EchoLOCATION predicted,,,
b3938,P0A8U6,metJ,Met repressor,REP-1cmb,1cmb-A_clean,Protein Data Bank,12140.612799999988,5.462561778883787e-07,,921.0,Cytosol,Heinemann 2016,x,,
