Gene,UniProt,NAME,Description,Structure_ID,Structure_file,Structure_source,MW,MOLARITY,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b3309,P60624,rplX,50S ribosomal protein L24,REP-5afi,5afi-U_clean.pdb,Protein Data Bank,11316.066899999989,3.250906337268178e-05,54811.0,Cytosol,iJL1678,x,,
b3310,P0ADY3,rplN,50S ribosomal protein L14,REP-5afi,5afi-K_clean.pdb,Protein Data Bank,13540.873099999984,4.432919298086582e-06,7474.0,Cytosol,iJL1678,x,,
b3311,P0AG63,rpsQ,30S ribosomal protein S17,REP-5afi,5afi-q_clean.pdb,Protein Data Bank,9704.333799999995,3.737198889114738e-06,6301.0,Cytosol,iJL1678,x,,
b3312,P0A7M6,rpmC,50S ribosomal protein L29,REP-5afi,5afi-Y_clean.pdb,Protein Data Bank,7273.364300000003,2.7804498765721283e-05,46879.0,Cytosol,iJL1678,x,,
b3313,P0ADY7,rplP,50S ribosomal protein L16,REP-5afi,5afi-M_clean.pdb,Protein Data Bank,15281.023799999995,2.1472434753629717e-05,36203.0,Cytosol,iJL1678,x,,
b3314,P0A7V3,rpsC,30S ribosomal protein S3,REP-5mdw,5mdw-h_clean.pdb,Protein Data Bank,25982.910599999996,6.749614879880292e-06,11380.0,Cytosol,iJL1678,x,,
b3315,P61175,rplV,50S ribosomal protein L22,REP-5afi,5afi-S_clean.pdb,Protein Data Bank,12226.146199999985,3.145569641076022e-05,53035.0,Cytosol,iJL1678,x,,
b3316,P0A7U3,rpsS,30S ribosomal protein S19,REP-5iqr,5iqr-x_clean.pdb,Protein Data Bank,10430.15879999999,1.4632073733448753e-05,24670.0,Cytosol,iJL1678,x,,
b3317,P60422,rplB,50S ribosomal protein L2,REP-5afi,5afi-C_clean.pdb,Protein Data Bank,29860.089699999997,7.273925912728638e-06,12264.0,Cytosol,iJL1678,x,,
b3318,P0ADZ0,rplW,50S ribosomal protein L23,REP-5afi,5afi-T_clean.pdb,Protein Data Bank,11198.982199999995,9.424550126651831e-07,1589.0,Cytosol,iJL1678,x,,
b3319,P60723,rplD,50S ribosomal protein L4,REP-5afi,5afi-E_clean.pdb,Protein Data Bank,22086.25780000001,1.1397240732142328e-05,19216.0,Cytosol,iJL1678,x,,
b3320,P60438,rplC,50S ribosomal protein L3,REP-5afi,5afi-D_clean.pdb,Protein Data Bank,22243.237299999993,1.039784696477868e-05,17531.0,Cytosol,iJL1678,x,,
b3321,P0A7R5,rpsJ,30S ribosomal protein S10,REP-3w1y,3w1y-C_clean.pdb,Protein Data Bank,11735.44099999999,2.472684045186374e-05,41690.0,Cytosol,iJL1678,x,,
b3322,P03825,gspB,Putative general secretion pathway protein B,REP-E03124,E03124_clean-X_clean.pdb,metaTASSER,15875.804300000002,,,Cytosol,Arbitrary assignment,,,
b3323,P45756,gspA,Putative general secretion pathway protein A,REP-E03125,E03125_clean-X_clean.pdb,metaTASSER,55297.310400000104,,,Inner_Membrane,EchoLOCATION predicted,,,
b3324,P45757,gspC,Putative type II secretion system protein C,REP-E03126,E03126_clean-X_clean.pdb,metaTASSER,30037.715000000026,,,Inner_Membrane,EchoLOCATION predicted,,,
b3325,P45758,gspD,Putative type II secretion system protein D,REP-GSPD_ECOLI,GSPD_ECOLI_model1_clean-X_clean.pdb,I-TASSER,70697.25750000027,,,Periplasm,EchoLOCATION experimental,,,
b3326,P45759,gspE,Putative type II secretion system protein E,REP-8_486_4pht.1.B_59ca3b041405502a3d146754,b3326_8_486_4pht_clean.pdb,SWISS-MODEL,54609.937300000165,,,Cytosol,EchoLOCATION predicted,,,
b3327,P41441,gspF,Putative type II secretion system protein F,REP-E03129,E03129_clean-X_clean.pdb,metaTASSER,44338.51740000005,,,Inner_Membrane,EchoLOCATION predicted,,,
b3328,P41442,gspG,Putative type II secretion system protein G,REP-E03130,E03130_clean-X_clean.pdb,metaTASSER,15904.996099999993,,,Inner_Membrane,EchoLOCATION predicted,,,
b3329,P41443,gspH,Putative type II secretion system protein H,REP-30_169_2knq.1.A_59cb92a2140550727f6dba61,b3329_30_169_2knq_clean.pdb,SWISS-MODEL,18564.844599999993,,,Inner_Membrane,EchoLOCATION predicted,,,
b3330,P45760,gspI,Putative type II secretion system protein I,REP-E03132,E03132_clean-X_clean.pdb,metaTASSER,13901.292199999983,,,Periplasm,EchoLOCATION experimental,,,
b3331,P45761,gspJ,Putative type II secretion system protein J,REP-30_178_5bw0.4.A_59cb303aafa3581fc549d844,b3331_30_178_5bw0_clean.pdb,SWISS-MODEL,22230.923399999985,,,Periplasm,EchoLOCATION experimental,,,
b3332,P45762,gspK,Putative type II secretion system protein K,REP-36_326_3ci0.1.C_59f25ad9e6291d96bb117207,b3332_36_326_3ci0_clean.pdb,SWISS-MODEL,37646.12870000007,,,Periplasm,EchoLOCATION experimental,,,
b3333,P45763,gspL,Putative type II secretion system protein L,REP-E03135,E03135_clean-X_clean.pdb,metaTASSER,44539.33590000006,,,Cytosol,EchoLOCATION predicted,,,
b3334,P36678,gspM,Putative type II secretion system protein M,REP-7_149_3jc9.9.A_59cbf9381405504cd1d10178,b3334_7_149_3jc9_clean.pdb,SWISS-MODEL,17233.60499999999,,,Inner_Membrane,EchoLOCATION predicted,,,
b3335,P25960,gspO,Type 4 prepilin-like proteins leader peptide-processing enzyme,REP-E03137,E03137_clean-X_clean.pdb,metaTASSER,24956.50789999999,,,Inner_Membrane,EchoLOCATION experimental,,,
b3336,P0ABD3,bfr,Bacterioferritin,REP-4cvr,4cvr-A_clean.pdb,Protein Data Bank,18494.815499999997,3.309565116848157e-07,558.0,Cytosol,Heinemann 2016,x,,
b3337,P0AE56,bfd,Bacterioferritin-associated ferredoxin,REP-1_58_4e6k.1.G_59cd45dead01f00893852d6b,b3337_1_58_4e6k_clean.pdb,SWISS-MODEL,7362.562899999998,,,Cytosol,EchoLOCATION predicted,,,
b3338,P13656,chiA,Probable bifunctional chitinase/lysozyme,REP-CHIA_ECOLI,CHIA_ECOLI_model1_clean-X_clean.pdb,I-TASSER,97056.51000000053,,,Periplasm,EchoLOCATION experimental,,,
b3339,P0CE47,tufA,Elongation factor Tu 1,REP-4pc3,4pc3-A_clean.pdb,Protein Data Bank,43283.03960000002,0.0001659367314401361,279773.0,Cytosol,iJL1678,x,,
b3340,P0A6M8,fusA,Elongation factor G,REP-2rdo,2rdo-7_clean.pdb,Protein Data Bank,77580.39340000041,2.381878593682888e-05,40159.0,Cytosol,iJL1678,x,,
b3341,P02359,rpsG,30S ribosomal protein S7,REP-E03143,E03143_clean-X_clean.pdb,metaTASSER,20018.850299999995,3.860981369381084e-05,65097.0,Cytosol,iJL1678,x,,
b3342,P0A7S3,rpsL,30S ribosomal protein S12,REP-5afi,5afi-l_clean.pdb,Protein Data Bank,13736.906199999987,2.3475374072553777e-06,3958.0,Cytosol,iJL1678,x,,
b3343,P45530,tusB,Protein TusB,REP-2d1p,2d1p-C_clean.pdb,Protein Data Bank,10718.196799999992,,,Cytosol,iJL1678,,,
b3344,P45531,tusC,Protein TusC,REP-2d1p,2d1p-B_clean.pdb,Protein Data Bank,13044.863099999988,4.0924729939520224e-08,69.0,Cytosol,iJL1678,x,,
b3345,P45532,tusD,Sulfurtransferase TusD,REP-2d1p,2d1p-A_clean.pdb,Protein Data Bank,13641.119999999983,,,Cytosol,iJL1678,,,
b3346,P64624,yheO,Uncharacterized protein YheO,REP-E03148,E03148_clean-X_clean.pdb,metaTASSER,26820.263400000007,1.2396041387477865e-07,209.0,Cytosol,EchoLOCATION predicted,x,,
b3347,P45523,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA,REP-1q6u,1q6u-A_clean.pdb,Protein Data Bank,28881.557100000013,2.5314478683772913e-05,5624.0,Periplasm,Heinemann 2016,,,
b3348,P0A8R4,slyX,Protein SlyX,REP-E03150,E03150_clean-X_clean.pdb,metaTASSER,8214.237099999995,1.3522954240884942e-07,228.0,Cytosol,EchoLOCATION predicted,x,,
b3349,P0A9K9,slyD,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD,REP-2kfw,2kfw-A_clean.pdb,Protein Data Bank,20852.61120000001,1.4299930997707719e-05,24110.0,Cytosol,Heinemann 2016,x,,
b3350,P45522,kefB,Glutathione-regulated potassium-efflux system protein KefB,REP-KEFB_ECOLI,KEFB_ECOLI_model1_clean-X_clean.pdb,I-TASSER,66410.37210000012,,,Inner_Membrane,iJL1678,,,
b3351,P0A756,kefG,Glutathione-regulated potassium-efflux system ancillary protein KefG,REP-6_178_5lva.1.A_59cb6015c730d40855e43343,b3351_6_178_5lva_clean.pdb,SWISS-MODEL,20957.728699999992,,,Cytosol,EchoLOCATION predicted,,,
b3352,P63389,yheS,Uncharacterized ABC transporter ATP-binding protein YheS,REP-YHES_ECOLI,YHES_ECOLI_model1_clean-X_clean.pdb,I-TASSER,71842.54860000021,2.4317593152468537e-08,41.0,Cytosol,EchoLOCATION predicted,x,,
b3353,P45524,yheT,Putative esterase YheT,REP-E03156,E03156_clean-X_clean.pdb,metaTASSER,38494.76030000003,,,Cytosol,EchoLOCATION predicted,,,
b3354,P67624,yheU,UPF0270 protein YheU,REP-1_70_1y0n.1.A_59cd25397aaa0d873e4e123c,b3354_1_70_1y0n_clean.pdb,SWISS-MODEL,8469.4672,1.4234688674615731e-08,24.0,Cytosol,EchoLOCATION predicted,x,,
b3355,P0AEX5,prkB,Probable phosphoribulokinase,REP-2_288_1a7j.1.A_59fcc0c4573f2046aabca1f1,b3355_2_288_1a7j_clean.pdb,SWISS-MODEL,32343.60500000001,5.990431483900786e-08,101.0,Cytosol,EchoLOCATION predicted,x,,
b3356,P0ADX1,yhfA,Protein YhfA,REP-1ml8,1ml8-A_clean.pdb,Protein Data Bank,14516.57269999998,3.268047274880528e-07,551.0,Cytosol,EchoLOCATION predicted,x,,
b3357,P0ACJ8,crp,cAMP-activated global transcriptional regulator CRP,REP-4r8h,4r8h-A_clean.pdb,Protein Data Bank,23640.158100000008,1.1672444713184898e-06,1968.0,Cytosol,EchoLOCATION predicted,x,,
b3358,P45537,yhfK,Uncharacterized protein YhfK,REP-YHFK_ECOLI,YHFK_ECOLI_model1_clean-X_clean.pdb,I-TASSER,79970.6666000002,,,Inner_Membrane,EchoLOCATION predicted,,,
b3359,P18335,argD,Acetylornithine/succinyldiaminopimelate aminotransferase,REP-2pb2,2pb2-A_clean.pdb,Protein Data Bank,43766.45330000008,1.854068199868699e-06,3126.0,Cytosol,iJL1678,x,,
b3360,P00903,pabA,Aminodeoxychorismate synthase component 2,REP-1_187_1qdl.1.B_59cb6927c730d4b8ff149148,b3360_1_187_1qdl_clean.pdb,SWISS-MODEL,20771.6199,,,Cytosol,iJL1678,,,
b3361,P20605,fic,Probable adenosine monophosphate-protein transferase fic,REP-5jff,5jff-A_clean.pdb,Protein Data Bank,22959.754599999997,,,Cytosol,EchoLOCATION predicted,,,
b3362,P0ADX5,yhfG,Uncharacterized protein YhfG,REP-5jff,5jff-B_clean.pdb,Protein Data Bank,6598.536499999998,,,Cytosol,EchoLOCATION predicted,,,
b3363,P0AFL3,ppiA,Peptidyl-prolyl cis-trans isomerase A,REP-26_190_1v9t.1.A_59cb68b3c730d4b8ff1488de,b3363_26_190_1v9t_clean.pdb,SWISS-MODEL,20431.079299999976,7.048803986271049e-06,1566.0,Periplasm,Heinemann 2016,,,
b3364,P60778,tsgA,Protein TsgA,REP-E03167,E03167_clean-X_clean.pdb,metaTASSER,43165.911400000055,,,Inner_Membrane,EchoLOCATION predicted,,,
b3365,P08201,nirB,Nitrite reductase (NADH) large subunit,REP-NIRB_ECOLI,NIRB_ECOLI_model1_clean-X_clean.pdb,I-TASSER,93120.26860000053,2.372448112435955e-09,4.0,Cytosol,iJL1678,x,,
b3366,P0A9I8,nirD,Nitrite reductase (NADH) small subunit,REP-2jo6,2jo6-A_clean.pdb,Protein Data Bank,12283.861599999991,,,Cytosol,iJL1678,,,
b3367,P0AC26,nirC,Nitrite transporter NirC,REP-4fc4,4fc4-A_clean.pdb,Protein Data Bank,28562.18420000003,,,Inner_Membrane,iJL1678,,,
b3368,P0AEA8,cysG,Siroheme synthase,REP-1pjs,1pjs-A_clean.pdb,Protein Data Bank,49950.81540000002,2.4910705180577527e-08,42.0,Cytosol,iJL1678,x,,
b3369,P64627,yhfL,Uncharacterized protein YhfL,REP-E03172,E03172_clean-X_clean.pdb,metaTASSER,5818.767899999999,,,Outer_Membrane,EchoLOCATION experimental,,,
b3370,P45539,frlA,Probable fructoselysine/psicoselysine transporter FrlA,REP-5_439_5j4i.1.A_59c9cf2a7aaa0d3366e13ce5,b3370_5_439_5j4i_clean.pdb,SWISS-MODEL,47575.973000000056,,,Inner_Membrane,iJL1678,,,
b3371,P0AC00,frlB,Fructoselysine 6-phosphate deglycase,REP-1_335_3g68.1.A_59f22ff03d4e1d29eaec4356,b3371_1_335_3g68_clean.pdb,SWISS-MODEL,38568.78100000002,,,Cytosol,iJL1678,,,
b3374,P45543,frlD,Fructoselysine 6-kinase,REP-3_260_3ubo.1.A_59ca2f9fb4c268962d03b16e,b3374_3_260_3ubo_clean.pdb,SWISS-MODEL,28331.515599999995,,,Cytosol,iJL1678,,,
b3375,P45544,frlR,Probable fructoselysine utilization operon transcriptional repressor,REP-2_241_4wwc.1.B_59ca5a37f4763d59ca654be2,b3375_2_241_4wwc_clean.pdb,SWISS-MODEL,27820.33720000003,,,Cytosol,EchoLOCATION predicted,,,
b3376,P45545,yhfS,Uncharacterized protein YhfS,REP-4j8l,4j8l-A_clean.pdb,Protein Data Bank,38598.9036,,,Cytosol,EchoLOCATION predicted,,,
b3377,P45546,yhfT,Uncharacterized protein YhfT,REP-E03179,E03179_clean-X_clean.pdb,metaTASSER,46515.78030000006,,,Inner_Membrane,EchoLOCATION predicted,,,
b3378,P64631,yhfU,Uncharacterized protein YhfU,REP-E03180,E03180_clean-X_clean.pdb,metaTASSER,12478.587299999988,,,Inner_Membrane,EchoLOCATION predicted,,,
b3379,P45548,php,Phosphotriesterase homology protein,REP-4lef,4lef-A_clean.pdb,Protein Data Bank,32915.056600000054,,,Cytosol,EchoLOCATION predicted,,,
b3380,P45549,yhfW,Uncharacterized protein YhfW,REP-1_401_4lre.1.A_59f293a1e6291d94982b32b6,b3380_1_401_4lre_clean.pdb,SWISS-MODEL,44558.99000000009,,,Cytosol,iJL1678,,,
b3381,P45550,yhfX,Uncharacterized protein YhfX,REP-4kbx,4kbx-A_clean.pdb,Protein Data Bank,42293.86120000005,,,Cytosol,EchoLOCATION predicted,,,
b3382,P45551,yhfY,Uncharacterized protein YhfY,REP-E03184,E03184_clean-X_clean.pdb,metaTASSER,13527.506499999992,,,Cytosol,EchoLOCATION predicted,,,
b3383,P45552,yhfZ,Uncharacterized protein YhfZ,REP-E03185,E03185_clean-X_clean.pdb,metaTASSER,33504.05940000006,,,Cytosol,EchoLOCATION predicted,,,
b3384,P00954,trpS,Tryptophan--tRNA ligase,REP-5v0i,5v0i-A_clean.pdb,Protein Data Bank,37437.38430000006,1.7022315206727976e-06,2870.0,Cytosol,iJL1678,x,,
b3385,P32662,gph,Phosphoglycolate phosphatase,REP-10_236_2hsz.1.A_59ca42b3140550bf68c64012,b3385_10_236_2hsz_clean.pdb,SWISS-MODEL,27388.82999999999,3.8552281827084273e-07,650.0,Cytosol,iJL1678,x,,
b3386,P0AG07,rpe,Ribulose-phosphate 3-epimerase,REP-3_222_5umf.1.A_59caa1f47f4bf9a19c117d41,b3386_3_222_5umf_clean.pdb,SWISS-MODEL,24553.964599999992,,,Cytosol,iJL1678,,,
b3387,P0AEE8,dam,DNA adenine methylase,REP-2g1p,2g1p-A_clean.pdb,Protein Data Bank,32099.21120000001,,,Cytosol,EchoLOCATION predicted,,,
b3388,P11557,damX,Cell division protein DamX,REP-E03190,E03190_clean-X_clean.pdb,metaTASSER,46161.33530000006,,665.0,Outer_Membrane,Heinemann 2016,,,
b3389,P07639,aroB,3-dehydroquinate synthase,REP-12_358_5fb3.1.A_59f1f38f7aaa0d5dd22c9fc1,b3389_12_358_5fb3_clean.pdb,SWISS-MODEL,38880.53910000005,3.3273584776914273e-07,561.0,Cytosol,iJL1678,x,,
b3390,P0A6D7,aroK,Shikimate kinase 1,REP-1kag,1kag-A_clean.pdb,Protein Data Bank,19537.810999999998,1.7496804829215169e-06,2950.0,Cytosol,iJL1678,x,,
b3391,P34749,hofQ,DNA utilization protein HofQ,REP-E03193,E03193_clean-X_clean.pdb,metaTASSER,44715.66840000007,,,Periplasm,EchoLOCATION predicted,,,
b3392,P45750,hofP,DNA utilization protein HofP,REP-E03194,E03194_clean-X_clean.pdb,metaTASSER,15098.042699999978,,,Cytosol,EchoLOCATION predicted,,,
b3393,P45751,hofO,DNA utilization protein HofO,REP-E03195,E03195_clean-X_clean.pdb,metaTASSER,16846.03369999999,,,Inner_Membrane,EchoLOCATION predicted,,,
b3394,P64634,hofN,DNA utilization protein HofN,REP-1_173_3jc8.44.A_59cb9cfb1405509d3e917f4f,b3394_1_173_3jc8_clean.pdb,SWISS-MODEL,20795.617399999996,,,Inner_Membrane,EchoLOCATION predicted,,,
b3395,P45753,hofM,DNA utilization protein HofM,REP-E03197,E03197_clean-X_clean.pdb,metaTASSER,28999.94149999999,,,Cytosol,EchoLOCATION predicted,,,
b3396,P02918,mrcA,Penicillin-binding protein 1A,REP-40_833_5u2g.1.A_59cc1ad8e6291ddf13660a3f,b3396_40_833_5u2g_clean.pdb,SWISS-MODEL,93635.03100000051,,14.0,Inner_Membrane,iJL1678,x,,
b3397,P45799,nudE,ADP compounds hydrolase NudE,REP-1vhz,1vhz-A_clean.pdb,Protein Data Bank,21152.912899999996,3.0367335839180226e-07,512.0,Cytosol,iJL1678,x,,
b3398,P45800,yrfF,Putative membrane protein IgaA homolog,REP-IGAA_ECOLI,IGAA_ECOLI_model1_clean-X_clean.pdb,I-TASSER,79489.02050000039,,35.0,Inner_Membrane,Heinemann 2016,x,,
b3399,P64636,yrfG,GMP/IMP nucleotidase YrfG,REP-8_220_2om6.1.A_59caadeb14055011d0e8c8f7,b3399_8_220_2om6_clean.pdb,SWISS-MODEL,25398.524800000014,2.6096929236795508e-08,44.0,Cytosol,EchoLOCATION predicted,x,,
b3400,P0ACG8,hslR,Heat shock protein 15,REP-E03202,E03202_clean-X_clean.pdb,metaTASSER,15495.668299999987,,,Cytosol,EchoLOCATION predicted,,,
b3401,P0A6Y5,hslO,33 kDa chaperonin,REP-E03203,E03203_clean-X_clean.pdb,metaTASSER,32534.115500000033,1.0320149289096403e-06,1740.0,Cytosol,Heinemann 2016,x,,
b3402,P45804,yhgE,Uncharacterized protein YhgE,REP-E03204,E03204_clean-X_clean.pdb,metaTASSER,64636.50960000025,,,Inner_Membrane,EchoLOCATION predicted,,,
b3403,P22259,pckA,Phosphoenolpyruvate carboxykinase (ATP),REP-2olr,2olr-A_clean.pdb,Protein Data Bank,59642.74990000014,8.552675445331618e-07,1442.0,Cytosol,iJL1678,x,,
b3404,P0AEJ4,envZ,Osmolarity sensor protein EnvZ,REP-E03206,E03206_clean-X_clean.pdb,metaTASSER,50333.45650000007,,,Inner_Membrane,EchoLOCATION predicted,,,
b3405,P0AA16,ompR,Transcriptional regulatory protein OmpR,REP-6_230_2oqr.1.A_59f4a73478ed583173bd989d,b3405_6_230_2oqr_clean.pdb,SWISS-MODEL,27353.316599999995,3.3451518385346966e-07,564.0,Cytosol,Heinemann 2016,x,,
b3406,P30128,greB,Transcription elongation factor GreB,REP-2p4v,2p4v-A_clean.pdb,Protein Data Bank,18526.8246,,,Cytosol,iJL1678,,,
b3407,P46837,yhgF,Protein YhgF,REP-4_726_2oce.1.A_59cc038f14055064058affff,b3407_4_726_2oce_clean.pdb,SWISS-MODEL,85118.85670000037,1.4531244688670223e-07,245.0,Cytosol,EchoLOCATION predicted,x,,
b3408,P0AEL3,feoA,Fe(2+) transport protein A,REP-2lx9,2lx9-A_clean.pdb,Protein Data Bank,8370.726799999999,0.0,0.0,Cytosol,EchoLOCATION predicted,x,,
b3409,P33650,feoB,Fe(2+) transporter FeoB,REP-FEOB_ECOLI,FEOB_ECOLI_model1_clean-X_clean.pdb,I-TASSER,84472.70030000055,,8.0,Inner_Membrane,iJL1678,x,,
b3410,P64638,feoC,Probable [Fe-S]-dependent transcriptional repressor FeoC,REP-1xn7,1xn7-A_clean.pdb,Protein Data Bank,8660.066699999996,,,Cytosol,Arbitrary assignment,,,
b3411,P31667,rpnA,Recombination-promoting nuclease RpnA,REP-E03213,E03213_clean-X_clean.pdb,metaTASSER,33267.11530000004,,,Cytosol,Arbitrary assignment,,,
b3412,P13001,bioH,Pimeloyl-[acyl-carrier protein] methyl ester esterase,REP-1m33,1m33-A_clean.pdb,Protein Data Bank,28504.66440000001,2.372448112435955e-08,40.0,Cytosol,iJL1678,x,,
b3413,P46846,gntX,DNA utilization protein YhgH,REP-E03215,E03215_clean-X_clean.pdb,metaTASSER,25725.998200000016,,,Cytosol,EchoLOCATION predicted,,,
b3414,P63020,nfuA,Fe/S biogenesis protein NfuA,REP-E03216,E03216_clean-X_clean.pdb,metaTASSER,20997.4755,2.0053117670364907e-06,3381.0,Cytosol,Arbitrary assignment,x,,
b3415,P39835,gntT,High-affinity gluconate transporter,REP-E03217,E03217_clean-X_clean.pdb,metaTASSER,45966.085300000035,,7.0,Inner_Membrane,iJL1678,x,,
b3416,P15977,malQ,4-alpha-glucanotransferase,REP-4s3q,4s3q-A_clean.pdb,Protein Data Bank,78502.5889000005,1.7200248815160674e-08,29.0,Cytosol,iJL1678,x,,
b3417,P00490,malP,Maltodextrin phosphorylase,REP-1ahp,1ahp-A_clean.pdb,Protein Data Bank,90521.26860000049,1.2870531009965057e-07,217.0,Cytosol,iJL1678,x,,
b3418,P06993,malT,HTH-type transcriptional regulator MalT,REP-MALT_ECOLI,MALT_ECOLI_model1_clean-X_clean.pdb,I-TASSER,103117.20970000055,2.9655601405449437e-09,5.0,Cytosol,EchoLOCATION predicted,x,,
b3421,P46850,rtcB,RNA-splicing ligase RtcB,REP-8_408_1uc2.1.B_59f292d2e6291d6b6eab322d,b3421_8_408_1uc2_clean.pdb,SWISS-MODEL,45221.227800000066,,,Cytosol,EchoLOCATION predicted,,,
b3422,P38035,rtcR,Transcriptional regulatory protein RtcR,REP-E03223,E03223_clean-X_clean.pdb,metaTASSER,60298.55420000023,,,Cytosol,EchoLOCATION predicted,,,
b3423,P0ACL0,glpR,Glycerol-3-phosphate regulon repressor,,,,28047.506500000003,5.931120281089888e-10,1.0,Cytosol,EchoLOCATION predicted,,,
b3424,P09391,glpG,Rhomboid protease GlpG,REP-E03225,E03225_clean-X_clean.pdb,metaTASSER,31306.321900000035,,9.0,Inner_Membrane,EchoLOCATION predicted,x,,
b3425,P0A6V5,glpE,Thiosulfate sulfurtransferase GlpE,REP-1gmx,1gmx-A_clean.pdb,Protein Data Bank,12082.338199999998,1.3048464618397754e-08,22.0,Cytosol,iJL1678,x,,
b3426,P13035,glpD,Aerobic glycerol-3-phosphate dehydrogenase,REP-2qcu,2qcu-A_clean.pdb,Protein Data Bank,56749.83740000007,3.455470675762968e-06,5826.0,Cytosol,iJL1678,x,,
b3427,P76692,yzgL,Putative uncharacterized protein YzgL,,,,10129.337899999993,,,Inner_Membrane,EchoLOCATION predicted,,,
b3428,P0AC86,glgP,Glycogen phosphorylase,REP-14_815_5iko.1.A_59cc1888e6291d7ce9ad9c66,b3428_14_815_5iko_clean.pdb,SWISS-MODEL,93171.41220000049,2.8469377349231462e-08,48.0,Cytosol,iJL1678,x,,
b3429,P0A6U8,glgA,Glycogen synthase,REP-2qzs,2qzs-A_clean.pdb,Protein Data Bank,52821.76120000008,7.058033134496966e-08,119.0,Cytosol,iJL1678,x,,
b3430,P0A6V1,glgC,Glucose-1-phosphate adenylyltransferase,REP-5l6v,5l6v-A_clean.pdb,Protein Data Bank,48697.10570000008,9.964282072231011e-08,168.0,Cytosol,iJL1678,x,,
b3431,P15067,glgX,Glycogen debranching enzyme,REP-2wsk,2wsk-A_clean.pdb,Protein Data Bank,73575.76470000025,1.1862240562179775e-08,20.0,Cytosol,iJL1678,x,,
b3432,P07762,glgB,"1,4-alpha-glucan branching enzyme GlgB",REP-5_723_5gqw.1.A_59cbc58a7aaa0dbab15f8ea3,b3432_5_723_5gqw_clean.pdb,SWISS-MODEL,84335.84120000034,1.5420912730833706e-08,26.0,Cytosol,iJL1678,x,,
b3433,P0A9Q9,asd,Aspartate-semialdehyde dehydrogenase,REP-1t4b,1t4b-A_clean.pdb,Protein Data Bank,40017.42440000003,8.843300339105023e-06,14910.0,Cytosol,iJL1678,x,,
b3434,P67143,yhgN,UPF0056 inner membrane protein YhgN,REP-E03234,E03234_clean-X_clean.pdb,metaTASSER,21490.134299999987,,,Inner_Membrane,EchoLOCATION experimental,,,
b3437,P46859,gntK,Thermoresistant gluconokinase,REP-1knq,1knq-A_clean.pdb,Protein Data Bank,19543.043399999984,,,Cytosol,iJL1678,,,
b3438,P0ACP5,gntR,HTH-type transcriptional regulator GntR,REP-5_331_4rzs.1.A_59f24ea8afa3583718ffcd2a,b3438_5_331_4rzs_clean.pdb,SWISS-MODEL,36421.621500000045,4.24668212126036e-07,716.0,Cytosol,EchoLOCATION predicted,x,,
b3439,P46852,yhhW,"Quercetin 2,3-dioxygenase",REP-1tq5,1tq5-A_clean.pdb,Protein Data Bank,26279.070200000013,5.041452238926404e-08,85.0,Cytosol,EchoLOCATION predicted,x,,
b3440,P46853,yhhX,Uncharacterized oxidoreductase YhhX,REP-3f4l,3f4l-A_clean.pdb,Protein Data Bank,38764.51610000002,8.244257190714943e-08,139.0,Cytosol,EchoLOCATION predicted,x,,
b3441,P46854,aaaT,L-amino acid N-acetyltransferase AaaT,REP-1_161_4ua3.2.A_59cbd0f47aaa0d39a8f2ed90,b3441_1_161_4ua3_clean.pdb,SWISS-MODEL,18793.339099999997,,,Cytosol,Arbitrary assignment,,,
b3442,P46855,yhhZ,Uncharacterized protein YhhZ,REP-E03241,E03241_clean-X_clean.pdb,metaTASSER,44230.7604,,,Cytosol,EchoLOCATION predicted,,,
b3443,P46856,yrhA,Putative uncharacterized protein YrhA,REP-2_131_2icg.1.A_59b59dd0e6291d398a9e67e7,b3443_2_131_2icg_clean.pdb,SWISS-MODEL,15950.108699999984,,,Cytosol,EchoLOCATION predicted,,,
b3444,P0CF12,insA6,Insertion element IS1 6 protein InsA,,,,9868.279699999992,,,Cytosol,Arbitrary assignment,,,
b3445,P0CF29,insB6,Insertion element IS1 6 protein InsB,REP-INSB1_ECOLI,INSB1_ECOLI_model1_clean-X_clean.pdb,I-TASSER,19564.353500000016,,,Cytosol,Arbitrary assignment,,,
b3446,P46857,yrhB,Uncharacterized protein YrhB,REP-E03245,E03245_clean-X_clean.pdb,metaTASSER,10612.75149999999,,,Cytosol,EchoLOCATION predicted,,,
b3447,P18956,ggt,Gamma-glutamyltranspeptidase,REP-2e0w,2e0w-A_clean.pdb,Protein Data Bank,61767.21370000017,1.3503455912396645e-07,30.0,Periplasm,iJL1678,,,
b3448,P0ADX7,yhhA,Uncharacterized protein YhhA,REP-E03247,E03247_clean-X_clean.pdb,metaTASSER,16623.64799999999,,,Periplasm,EchoLOCATION predicted,,,
b3449,P10908,ugpQ,"Glycerophosphodiester phosphodiesterase, cytoplasmic",REP-2otd,2otd-A_clean.pdb,Protein Data Bank,27409.26720000002,1.7200248815160674e-08,29.0,Cytosol,iJL1678,x,,
