Gene Name	Function	Subcellular Location	Predicted Molecular weight (Da)	Number of TMH (HMMTOP / TMHMM)	Signal Peptide Cleavage Prob
gsiA	glutathione transporter subunit; ATP-binding compo ... ...	Cytoplasmic	67979.1	0 / 0	None
gsiB	 The cellular location of this protein was experimentally confirmed glutathione transporter subunit, periplasmic bindi ... ...	Periplasmic	56470.36	1 / 0	99.9%
gsiC	glutathione transporter subunit; membrane componen ... ...	Integral Membrane Protein	34066.57	6 / 6	None
gsiD	glutathione transporter subunit; membrane componen ... ...	Integral Membrane Protein	33238.4	6 / 6	None
yliE	Function unknown	Integral Membrane Protein	90049.0	3 / 2	52.3%
yliF	Function unknown	Integral Membrane Protein	49873.18	3 / 2	96.5%
yliG	Function unknown	Cytoplasmic	49581.96	0 / 0	None
yliH	Function unknown	Cytoplasmic	14535.79	0 / 0	None
yliI	Function unknown; rpoS regulon; homologous to gluc ... ...	Periplasmic	41054.59	1 / 0	99.5%
yliJ	Function unknown	Cytoplasmic	23931.53	1 / 0	None
ydjF	Function unknown	Cytoplasmic	28261.57	0 / 0	None
ydjG	Function unknown	Periplasmic	36328.97	0 / 0	51.5%
ydjH	Function unknown	Cytoplasmic	34951.35	1 / 0	None
ydjI	Function unknown	Cytoplasmic	30809.9	0 / 0	None
ydjJ	Function unknown	Cytoplasmic	37700.95	0 / 0	None
ydjK	predicted transporter; member of major facilitator ... ...	Integral Membrane Protein	49602.18	12 / 12	None
ydjL	Function unknown	Cytoplasmic	38731.92	0 / 0	None
yeaC	Function unknown	Cytoplasmic	12169.29	0 / 0	None
spy	 The cellular location of this protein was experimentally confirmed Periplasmic protein induced by zinc; psrt of cpx r ... ...	Periplasmic	18199.17	0 / 0	100%
yeaE	Function unknown	Cytoplasmic	30986.73	0 / 0	None
mipA	 The cellular location of this protein was experimentally confirmed Scaffolding protein binding bifunctional murein po ... ...	Outer Membrane ß-barrel protein	27831.06	1 / 0	99.6%
yeaG	Function unknown; Salmonella ortholog regulated by ... ...	Cytoplasmic	74480.54	0 / 0	None
yeaH	Function unknown	Cytoplasmic	49392.58	0 / 0	None
yeaI	Function unknown	Integral Membrane Protein	56101.68	8 / 8	None
yeaJ	Function unknown	Integral Membrane Protein	63176.58	2 / 2	75.3%
yeaK	Function unknown; homologous to YbaK and an insert ... ...	Cytoplasmic	17850.7	0 / 0	None
yeaL	Function unknown	Integral Membrane Protein	15255.64	4 / 4	51.1%
yeaM	Function unknown	Cytoplasmic	30553.67	0 / 0	None
yeaN	predicted transporter; member of major facilitator ... ...	Integral Membrane Protein	41208.44	12 / 12	52.8%
yeaO	Function unknown	Cytoplasmic	14175.17	0 / 0	None
yeaP	Function unknown	Cytoplasmic	43628.58	0 / 0	None
yeaQ	Function unknown	Integral Membrane Protein	8670.62	3 / 3	None
yeaR	Function unknown	Cytoplasmic	13611.5	0 / 0	None
yeaS	 The cellular location of this protein was experimentally confirmed neutral amino-acid efflux system; member of RhtB f ... ...	Integral Membrane Protein	23200.74	6 / 6	None
yeaT	Function unknown	Cytoplasmic	35526.14	0 / 0	None
yeaU	Probable tartrate dehydrogenase	Cytoplasmic	40315.09	0 / 0	None
yeaV	predicted transporter; member of betaine/carnitine ... ...	Integral Membrane Protein	52881.38	10 / 10	None
yeaW	Function unknown	Cytoplasmic	42560.96	0 / 0	None
yeaX	Function unknown	Cytoplasmic	35661.37	0 / 0	None
yeaY	 The cellular location of this protein was experimentally confirmed Function unknown	Outer membrane Lipoprotein	20921.19	1 / 0	None
yeaZ	Function unknown	Cytoplasmic	25180.91	1 / 0	None
yoaA	Function unknown	Cytoplasmic	70378.23	0 / 0	None
yoaB	Function unknown	Cytoplasmic	14463.62	0 / 0	None
yoaC	Function unknown	Cytoplasmic	13231.33	0 / 0	None
yoaD	Function unknown	Membrane anchored	60907.03	3 / 1	66.7%
yoaE	Function unknown	Integral Membrane Protein	56528.26	7 / 7	None
ypjB	Function unknown	Cytoplasmic	29787.15	0 / 0	None
ypjC	Function unknown	Cytoplasmic	18024.56	0 / 0	None
ygaQ	Function unknown	Cytoplasmic	12436.2	0 / 0	None
ygaR	Function unknown	Cytoplasmic	25774.08	0 / 0	None
csiD	Function unknown; RpoS-dependent transcription; pu ... ...	Cytoplasmic	41620.65	0 / 0	None
ygaV	Function unknown	Cytoplasmic	10596.33	0 / 0	None
ygaW	Function unknown	Integral Membrane Protein	16949.18	4 / 4	None
ygaY	predicted transporter; member of major facilitator ... ...	Integral Membrane Protein	9331.09	2 / 2	59.2%
ygaZ	predicted transporter; member of branched chain am ... ...	Integral Membrane Protein	26107.8	5 / 5	None
yqaA	 The cellular location of this protein was experimentally confirmed Function unknown	Integral Membrane Protein	15589.77	4 / 4	85.9%
yqaB	Function unknown	Cytoplasmic	20779.9	0 / 0	None
ybdL	Methionine aminotransferase	Cytoplasmic	42963.08	0 / 0	None
ybdM	Function unknown	Cytoplasmic	23943.45	0 / 0	None
ybdN	Function unknown	Cytoplasmic	47826.91	0 / 0	None
ybdO	Function unknown	Cytoplasmic	34396.94	0 / 0	None
dsbG	 The cellular location of this protein was experimentally confirmed Thiol-disulphide oxidase; molecular chaperone; mul ... ...	Periplasmic	29775.77	0 / 0	100%
ybdR	Function unknown	Cytoplasmic	44175.72	2 / 0	None
citT	 The cellular location of this protein was experimentally confirmed citrate:succinate antiporter; member of the divale ... ...	Integral Membrane Protein	53092.8	12 / 13	None
citG	Putative cit operon gene of unknown function	Cytoplasmic	31644.59	0 / 0	None
citX	Putative cit operon gene of unknown function	Cytoplasmic	20270.43	0 / 0	None
citF	Putative citrate lyase alpha chain	Cytoplasmic	55172.91	0 / 0	None
citE	Putative citrate lyase beta chain	Cytoplasmic	33565.34	0 / 0	36.8%
citD	Putative citrate lyase acyl carrier protein	Cytoplasmic	10689.33	0 / 0	None
dpiA	Two-component system sensor protein cognate to the ... ...	Cytoplasmic	25453.43	0 / 0	None
dcuC	anaerobic C4-dicarboxylate transport; member of th ... ...	Integral Membrane Protein	48412.47	14 / 12	None
nemA	N-Ethylmaleimide reductase	Cytoplasmic	39516.5	0 / 0	None
ivy	 The cellular location of this protein was experimentally confirmed Inhibitor of C-lysozyme	Periplasmic	16872.38	1 / 0	100%
ykfB	Function unknown	Periplasmic	17025.79	1 / 0	79.9%
yagJ	Function unknown	Cytoplasmic	27859.43	0 / 0	None
yagK	Function unknown	Cytoplasmic	24470.99	0 / 0	None
yagL	Function unknown	Cytoplasmic	27273.89	1 / 0	None
yagM	Function unknown	Cytoplasmic	32678.63	0 / 0	None
yagN	Function unknown	Cytoplasmic	15815.1	0 / 0	None
intF	Putative integrase gene	Cytoplasmic	53074.24	0 / 0	None
yagP	Function unknown	Cytoplasmic	15410.91	0 / 0	None
yagQ	Function unknown	Cytoplasmic	34954.16	0 / 0	None
yagR	Function unknown	Periplasmic	78088.6	0 / 0	None
yagS	Function unknown	Membrane anchored	33857.96	1 / 0	None
yagT	Function unknown	Cytoplasmic	24342.76	0 / 0	None
yagU	Function unknown	Integral Membrane Protein	22966.88	3 / 3	76.6%
yagV	Function unknown	Periplasmic	28246.31	1 / 1	74%
yagW	Function unknown	Cytoplasmic	59997.32	1 / 0	80.7%
yagX	Function unknown	Periplasmic	91228.74	1 / 0	76.7%
yagY	Function unknown	Periplasmic	24517.06	1 / 0	100%
yagZ	 The cellular location of this protein was experimentally confirmed Function unknown	Periplasmic	20111.51	1 / 0	99.8%
wza	 The cellular location of this protein was experimentally confirmed lipoprotein required for capsular polysaccharide t ... ...	Outer membrane Lipoprotein	41910.1	1 / 0	83.9%
wzb	Phosphotyrosine-protein phosphatase Wzb; activates ... ...	Cytoplasmic	16709.37	0 / 0	None
wzc	Autophosphorylating protein tyrosine kinase Wzc; a ... ...	Integral Membrane Protein	80611.8	3 / 2	None
wcaA	Involved in lipopolysaccharide biosynthesis	Cytoplasmic	33034.9	0 / 0	None
wcaB	Involved in lipopolysaccharide biosynthesis	Cytoplasmic	17615.61	1 / 0	None
wcaC	Involved in lipopolysaccharide biosynthesis	Cytoplasmic	45260.11	0 / 0	None
wcaD	Involved in lipopolysaccharide biosynthesis	Integral Membrane Protein	45409.65	14 / 11	None
wcaE	Involved in lipopolysaccharide biosynthesis	Cytoplasmic	27894.17	0 / 0	None
wcaF	Probably required for colanic acid production; pos ... ...	Cytoplasmic	19962.14	0 / 0	None
wcaJ	Involved in lipopolysaccharide biosynthesis	Integral Membrane Protein	52408.72	7 / 5	None
wzxC	colanic acid exporter; member of polysaccharide tr ... ...	Integral Membrane Protein	53692.83	14 / 12	None
wcaK	Involved in lipopolysaccharide biosynthesis	Cytoplasmic	47343.73	0 / 0	None
galF	Not required for colanic acid synthesis; putative ... ...	Cytoplasmic	32829.37	0 / 0	70%
ykgB	Function unknown	Integral Membrane Protein	22279.03	4 / 3	None
ykgC	Function unknown	Cytoplasmic	49347.68	0 / 0	None
ykgD	Function unknown	Cytoplasmic	31474.49	0 / 0	None
ykgE	Function unknown	Cytoplasmic	26004.44	0 / 0	None
ykgF	Function unknown	Cytoplasmic	53052.12	0 / 0	None
ykgG	predicted transporter	Cytoplasmic	31131.96	0 / 0	None
ykgH	Function unknown	Integral Membrane Protein	25588.98	2 / 2	None
yahB	Function unknown; LysR family of transcriptional r ... ...	Cytoplasmic	34866.13	0 / 0	73.8%
yahC	Function unknown; probable inner membrane protein	Integral Membrane Protein	17311.13	5 / 4	None
yahD	Function unknown	Cytoplasmic	21687.15	0 / 0	None
yahE	Function unknown	Cytoplasmic	32265.87	0 / 0	None
yahF	Function unknown	Cytoplasmic	55580.94	1 / 0	None
yahG	Function unknown	Cytoplasmic	50374.18	3 / 0	None
yahI	Function unknown; homologous to carbonate kinase	Cytoplasmic	33930.96	0 / 0	None
yahJ	Function unknown	Periplasmic	50548.94	1 / 0	86%
yahK	Function unknown	Cytoplasmic	37978.55	0 / 0	None
yahL	Function unknown	Cytoplasmic	31792.84	0 / 0	None
yahM	Function unknown	Cytoplasmic	9947.7	0 / 0	None
yahN	neutral amino-acid efflux system; member of RhtB f ... ...	Integral Membrane Protein	24811.44	6 / 6	None
yahO	Function unknown; Salmonella ortholog regulated by ... ...	Periplasmic	9895.42	1 / 0	99.9%
prpR		Cytoplasmic	58649.6	1 / 0	None
prpB	2-Methylisocitrate lyase; propionate catabolism vi ... ...	Cytoplasmic	32134.78	1 / 0	None
prpD	2-Methylcitrate dehydratase; 2-methylisocitrate hy ... ...	Cytoplasmic	53951.95	0 / 0	None
prpE	Propionyl CoA synthetase; propionate catabolism vi ... ...	Cytoplasmic	69351.16	2 / 0	None
yaiT	Function unknown; interrupted by IS3B	Periplasmic	52856.4	1 / 0	99.3%
yaiV	Function unknown	Cytoplasmic	25525.57	0 / 0	None
yaiW	Function unknown	Outer membrane Lipoprotein	40414.47	0 / 0	78.7%
proY	predicted proline transporter; member of amino-aci ... ...	Integral Membrane Protein	50215.96	12 / 12	48.1%
yajO	Function unknown	Cytoplasmic	39090.19	0 / 0	None
dxs	DXP synthase; DXP is precursor to isoprenoids; thi ... ...	Cytoplasmic	67617.19	3 / 0	None
yajQ	Function unknown; binds tRNA; ATP and GTP; low abu ... ...	Cytoplasmic	19046.74	0 / 0	None
yajR	 The cellular location of this protein was experimentally confirmed predicted transporter; member of major facilitator ... ...	Integral Membrane Protein	49040.49	12 / 12	None
allA	Ureidoglycolate hydrolase; utilization of allantoi ... ...	Cytoplasmic	18169.61	0 / 0	None
allR	Repressor for allantoin (all) and glyoxylate (gcl) ... ...	Cytoplasmic	29269.77	1 / 0	None
allP	predicted allantoin transporter; member of nucleob ... ...	Integral Membrane Protein	46682.73	12 / 12	None
allB	Allantoinase; utilization of allantoin as an anaer ... ...	Cytoplasmic	49601.82	0 / 0	None
ybbY	predicted uracil/xanthine transporter	Integral Membrane Protein	47517.97	13 / 12	None
glxK	Glycerate kinase; glyoxylate-inducible; GK2	Cytoplasmic	38734.66	0 / 0	None
ylbA	Function unknown; allantoin- and glyoxylate-induci ... ...	Cytoplasmic	28730.53	0 / 0	None
allC	Allantoate amidohydrolase; utilization of allantoi ... ...	Cytoplasmic	45694.18	0 / 0	None
allD	Ureidoglycolate dehydrogenase; utilization of alla ... ...	Cytoplasmic	37967.27	1 / 0	None
mhpF	Acetaldehyde dehydrogenase; acylating; utilizes MH ... ...	Cytoplasmic	33442.61	2 / 0	None
ylbF	Function unknown	Cytoplasmic	29597.22	0 / 0	None
ybcK	Function unknown	Cytoplasmic	57527.1	0 / 0	None
ybcL	 The cellular location of this protein was experimentally confirmed Function unknown; periplasmic protein; homologous ... ...	Periplasmic	19476.01	1 / 0	84.7%
ybcM	Function unknown	Cytoplasmic	30840.82	0 / 0	None
ybcN	Function unknown	Cytoplasmic	17433.09	0 / 0	None
ybcO	Function unknown	Cytoplasmic	10348.06	0 / 0	None
ybcQ	Function unknown	Cytoplasmic	14176.6	0 / 0	None
essD	Phage lambda S lysis protein homolog	Integral Membrane Protein	7778.09	2 / 2	None
ybcS	Probable phage lysozyme of DLP12 prophage	Periplasmic	17971.87	1 / 0	34.9%
rzpD	Homolog to lambda Rz gene in prophage DLP12	Periplasmic	17225.75	1 / 1	95.4%
borD	 The cellular location of this protein was experimentally confirmed Homolog of bacteriophage lambda bor lipoprotein ge ... ...	Outer membrane Lipoprotein	10447.32	1 / 0	44.8%
ybcV	Function unknown	Cytoplasmic	18122.87	0 / 0	None
ybcW	Function unknown	Cytoplasmic	7623.77	0 / 0	None
tfaD	Phage lambda tail fiber gene homolog in prophage D ... ...	Cytoplasmic	28294.87	0 / 0	None
ybcY	Function unknown; a two base pair deletion (or seq ... ...	Cytoplasmic	21121.05	0 / 0	None
cusS	Copper and possibly silver ion sensor regulating c ... ...	Integral Membrane Protein	53738.24	3 / 2	99.5%
ybdJ	Function unknown	Integral Membrane Protein	9403.57	2 / 2	56.2%
ybdK	Function unknown	Cytoplasmic	41688.52	0 / 0	None
citC	Putative acetate:SH-citrate lyase ligase	Cytoplasmic	43484.54	0 / 0	None
dpiB	Two-component system histidine protein kinase for ... ...	Integral Membrane Protein	61684.32	3 / 2	84.8%
ybeQ	Function unknown	Cytoplasmic	37275.41	0 / 0	None
ybeR	Function unknown	Cytoplasmic	27736.25	0 / 0	None
djlB	DnaJ homolog near hscC; not cognate to HscC	Membrane anchored	55256.53	1 / 1	None
ybeT	Function unknown	Outer membrane Lipoprotein	20914.9	1 / 1	46.4%
ybeU	Function unknown	Cytoplasmic	27022.54	0 / 0	None
djlC	Hsc56; DnaJ-like co-chaperone of HscC; stimulates ... ...	Cytoplasmic	55682.34	0 / 0	None
hscC	Hsc62; DnaK-like chaperone; binds to RpoD and inhi ... ...	Cytoplasmic	61986.47	0 / 0	None
ybeX	Salmonella ortholog involved in Co2+ and Mg2+ effl ... ...	Cytoplasmic	33298.62	1 / 0	None
ybeY	Function unknown	Cytoplasmic	17525.72	0 / 0	None
ybeZ	Function unknown; putative ATP-binding protein	Cytoplasmic	40654.63	1 / 0	None
miaB	Required for methylthiolation step of the modified ... ...	Cytoplasmic	53663.15	0 / 0	None
ubiF	Reaction: 2-octaprenyl-3-methyl-6-methoxy-1;4-benz ... ...	Cytoplasmic	42953.66	1 / 0	None
ybfM	Probable outer membrane porin protein; uidC paralo ... ...	Outer Membrane ß-barrel protein	52780.47	1 / 0	96.3%
ybfN	 The cellular location of this protein was experimentally confirmed Function unknown	Outer membrane Lipoprotein	11998.7	1 / 0	85.1%
ybfO	Function unknown	Cytoplasmic	55232.16	0 / 0	None
zitB	zinc efflux system; member of cation diffusion fac ... ...	Integral Membrane Protein	34678.55	5 / 5	None
ybgS	Function unknown	Periplasmic	12872.04	1 / 0	99.9%
ybhH	Function unknown	Cytoplasmic	37059.66	0 / 0	None
ybhI	 The cellular location of this protein was experimentally confirmed predicted transporter; member of the divalent anio ... ...	Integral Membrane Protein	51350.92	15 / 15	59.8%
ybhJ	Function unknown; homologous to acnA but is not re ... ...	Cytoplasmic	82604.16	0 / 0	None
ybhK	Function unknown	Cytoplasmic	32788.04	1 / 0	None
ybhL	predicted membrane protein	Integral Membrane Protein	25902.01	7 / 7	None
ybhM	Function unknown	Integral Membrane Protein	26123.42	7 / 7	None
ybhN	Function unknown	Integral Membrane Protein	35860.54	8 / 8	92.9%
ybhO	Second cardiolipin synthase; activity detected in ... ...	Cytoplasmic	47633.64	0 / 0	None
ybhP	Function unknown	Cytoplasmic	28789.92	0 / 0	None
ybhQ	Function unknown	Integral Membrane Protein	15464.77	4 / 4	None
ybhR	predicted transporter subunit; membrane component; ... ...	Integral Membrane Protein	41565.99	6 / 6	None
ybhS	predicted transporter subunit; membrane component; ... ...	Integral Membrane Protein	42060.01	6 / 6	None
ybjG	Function unknown	Integral Membrane Protein	22398.76	4 / 4	None
ybjH	Function unknown	Periplasmic	9970.69	1 / 1	99.7%
ybjI	Function unknown	Cytoplasmic	29225.08	0 / 0	None
ybjJ	predicted transporter; member of major facilitator ... ...	Integral Membrane Protein	41852.67	12 / 12	95.5%
ybjK	Function unknown	Cytoplasmic	20307.48	1 / 0	None
ybjL	predicted transporter; member of aspartate:alanine ... ...	Integral Membrane Protein	60351.4	11 / 9	None
ybjM	Function unknown	Integral Membrane Protein	14203.31	4 / 4	36.7%
ybjN	Function unknown; predicted to have thiol-disulfid ... ...	Cytoplasmic	17666.19	0 / 0	None
ybjO	Function unknown	Integral Membrane Protein	18518.12	4 / 4	None
ybjP	 The cellular location of this protein was experimentally confirmed Function unknown	Outer membrane Lipoprotein	18991.38	1 / 0	79.2%
ybjQ	Function unknown	Cytoplasmic	11437.0	1 / 0	None
amiD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase	Outer membrane Lipoprotein	31072.53	1 / 0	46.7%
ybjS	Function unknown	Cytoplasmic	39620.59	0 / 0	None
ybjT	Function unknown	Membrane anchored	55000.69	1 / 1	None
ltaE	L-allo-threonine aldolase	Cytoplasmic	36494.85	1 / 0	None
hcr	Hydrid-cluster protein reductase; FAD and [2Fe-2S] ... ...	Cytoplasmic	35740.09	0 / 0	None
hcp	Hybrid-cluster [2Fe-2S] protein; role unknown; exp ... ...	Cytoplasmic	60308.45	0 / 0	None
somA	msbB suppressor mutation in Salmonella	Cytoplasmic	38357.73	0 / 0	None
macA	macrolide transporter subunit; membrane fusion pro ... ...	Membrane anchored	41724.38	1 / 1	73.1%
macB	macrolide transporter; ATP-binding and membrane co ... ...	Integral Membrane Protein	70702.73	4 / 4	None
cmr	multidrug efflux system; member of major facilitat ... ...	Integral Membrane Protein	44321.15	12 / 12	None
ycaM	predicted transporter; member of amino-acid-polyam ... ...	Integral Membrane Protein	60126.99	12 / 12	None
ycaN	Function unknown	Cytoplasmic	34294.53	0 / 0	None
ycaO	Function unknown	Cytoplasmic	66043.31	0 / 0	None
ycaP	Function unknown	Integral Membrane Protein	26282.13	2 / 3	None
ycaQ	Function unknown	Cytoplasmic	47656.05	1 / 0	None
ycbJ	Function unknown	Cytoplasmic	34487.81	0 / 0	None
ycbK	Function unknown	Periplasmic	20354.44	1 / 1	99.9%
ycbL	Function unknown	Cytoplasmic	23784.14	0 / 0	None
ssuC	alkanesulfonate transporter subunit; membrane comp ... ...	Integral Membrane Protein	30636.66	6 / 7	None
ssuD	FMNH2-dependent aliphatic sulphonate monooxygenase ... ...	Cytoplasmic	41736.36	0 / 0	None
ssuA	 The cellular location of this protein was experimentally confirmed alkanesulfonate transporter subunit; periplasmic-b ... ...	Periplasmic	36277.02	1 / 0	91.4%
ssuE	NADP(H):FMN oxidoreductase; sulfur starvation indu ... ...	Cytoplasmic	21253.37	0 / 0	None
ycbQ	Function unknown	Periplasmic	19025.41	1 / 0	100%
ycbR	Function unknown; induced by AI-2 pheromone; putat ... ...	Periplasmic	25388.62	1 / 0	100%
ycbS	Function unknown; putative outer membrane export u ... ...	Outer Membrane ß-barrel protein	95242.2	1 / 1	92.3%
ycbT	Function unknown	Periplasmic	37850.86	1 / 1	76%
ycbU	Function unknown	Periplasmic	18913.63	1 / 1	96.6%
ycbV	Function unknown	Periplasmic	20492.41	1 / 0	94.4%
ycbW	Function unknown	Cytoplasmic	22138.75	0 / 0	None
ycbX	Function unknown	Cytoplasmic	40644.57	1 / 0	None
