Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,MOLARITY,Copy_number,Localization,Localization_source,INCLUDE,COLOR,NOTES,model_id
b4002,P0AAA9,zraP,Zinc resistance-associated protein,REP-E03767,E03767_clean-X_clean.pdb,metaTASSER,15199.235,,,Periplasm,EchoLOCATION experimental,,,,iML1515_v1
b4003,P14377,zraS,Sensor protein ZraS,REP-E03768,E03768_clean-X_clean.pdb,metaTASSER,51031.1809,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4004,P14375,zraR,Transcriptional regulatory protein ZraR,REP-6_441_5m7o.1.A_59fcb5b9eb80f7bff742b603,b4004_6_441_5m7o_clean.pdb,SWISS-MODEL,48393.965,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4005,P15640,purD,Phosphoribosylamine--glycine ligase,REP-1gso,1gso-A_clean.pdb,Protein Data Bank,45939.8369,1.21E-06,2034,Cytosol,iJL1678,x,,,iML1515_v1
b4006,P15639,purH,Bifunctional purine biosynthesis protein PurH,REP-6_529_1thz.1.A_59ca82c8ad01f0ac47264082,b4006_6_529_1thz_clean.pdb,SWISS-MODEL,57328.5567,1.39E-06,2349,Cytosol,iJL1678,x,,,iML1515_v1
b4011,P09162,yjaA,Uncharacterized protein YjaA,REP-E03772,E03772_clean-X_clean.pdb,metaTASSER,14446.643,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4012,P09163,yjaB,Uncharacterized N-acetyltransferase YjaB,REP-2kcw,2kcw-A_clean.pdb,Protein Data Bank,16446.5008,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4013,P07623,metAS,Homoserine O-succinyltransferase,REP-2_297_2h2w.1.A_59f2b834a52be722c45b9569,b4013_2_297_2h2w_clean.pdb,SWISS-MODEL,35726.8399,1.26E-06,2117,Cytosol,iJL1678,x,,,iML1515_v1
b4014,P08997,aceB,Malate synthase A,REP-3cuz,3cuz-A_clean.pdb,Protein Data Bank,60272.8536,1.63E-06,2741,Cytosol,iJL1678,x,,,iML1515_v1
b4015,P0A9G6,aceA,Isocitrate lyase,REP-1igw,1igw-A_clean.pdb,Protein Data Bank,47520.9986,9.12E-06,15369,Cytosol,iJL1678,x,,,iML1515_v1
b4016,P11071,aceK,Isocitrate dehydrogenase kinase/phosphatase,REP-3lcb,3lcb-A_clean.pdb,Protein Data Bank,67697.7604,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4017,P23325,arpA,Ankyrin repeat protein A,REP-ARPA_ECOLI,ARPA_ECOLI_model1_clean-X_clean.pdb,I-TASSER,82597.2784,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4018,P16528,iclR,Transcriptional repressor IclR,REP-23_246_2ia2.1.B_59c9fe81a52be78e5de5c1c3,b4018_23_246_2ia2_clean.pdb,SWISS-MODEL,29738.9527,4.15E-09,7,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b4019,P13009,metH,Methionine synthase,REP-METH_ECOLI,METH_ECOLI_model1_clean-X_clean.pdb,I-TASSER,135995.4316,1.80E-07,304,Cytosol,iJL1678,x,,,iML1515_v1
b4020,P0AF43,yjbB,Uncharacterized protein YjbB,REP-E03781,E03781_clean-X_clean.pdb,metaTASSER,59466.2837,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4021,P0A7C6,pepE,Peptidase E,REP-1fye,1fye-A_clean.pdb,Protein Data Bank,24569.9529,1.48E-08,25,Cytosol,Heinemann 2016,x,,,iML1515_v1
b4022,P32684,rluF,23S rRNA pseudouridine(2604) synthase,REP-E03783,E03783_clean-X_clean.pdb,metaTASSER,32476.1706,5.40E-08,91,Cytosol,iJL1678,x,,,iML1515_v1
b4023,P32685,yjbD,Uncharacterized protein YjbD,REP-E03784,E03784_clean-X_clean.pdb,metaTASSER,10531.9469,5.52E-08,93,Cytosol,Arbitrary assignment,x,,,iML1515_v1
b4024,P08660,lysC,Lysine-sensitive aspartokinase 3,REP-2j0w,2j0w-A_clean.pdb,Protein Data Bank,48531.1434,1.77E-06,2982,Cytosol,iJL1678,x,,,iML1515_v1
b4025,P0A6T1,pgi,Glucose-6-phosphate isomerase,REP-3nbu,3nbu-A_clean.pdb,Protein Data Bank,61529.0037,1.91E-06,3225,Cytosol,iJL1678,x,,,iML1515_v1
b4026,P0AF45,yjbE,Uncharacterized protein YjbE,REP-E03787,E03787_clean-X_clean.pdb,metaTASSER,7386.0005,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1
b4027,P32687,yjbF,Uncharacterized lipoprotein YjbF,REP-18_211_2in5.1.A_59cae3daafa358bb326f8fc7,b4027_18_211_2in5_clean.pdb,SWISS-MODEL,23754.5463,,,Outer_Membrane,EchoLOCATION experimental,,,,iML1515_v1
b4028,P32688,yjbG,Uncharacterized protein YjbG,REP-21_245_3p42.3.A_59cb2b64afa358bbf114148f,b4028_21_245_3p42_clean.pdb,SWISS-MODEL,26280.4963,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1
b4029,P32689,yjbH,Uncharacterized lipoprotein YjbH,REP-YJBH_ECOLI,YJBH_ECOLI_model1_clean-X_clean.pdb,I-TASSER,78489.7655,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4030,P0A7C8,psiE,Protein PsiE,REP-E03792,E03792_clean-X_clean.pdb,metaTASSER,15596.5694,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4031,P0AGF4,xylE,D-xylose-proton symporter,REP-4gc0,4gc0-A_clean.pdb,Protein Data Bank,53607.4082,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b4032,P68183,malG,Maltose transport system permease protein MalG,REP-3rlf,3rlf-G_clean.pdb,Protein Data Bank,32225.0092,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b4033,P02916,malF,Maltose transport system permease protein MalF,REP-3rlf,3rlf-F_clean.pdb,Protein Data Bank,57012.6925,1.59843E-06,1,Inner_Membrane,iJL1678,x,,,iML1515_v1
b4034,P0AEX9,malE,Maltose-binding periplasmic protein,REP-5h7q,5h7q-A_clean.pdb,Protein Data Bank,43387.0886,9.27E-06,2059,Periplasm,iJL1678,,,,iML1515_v1
b4035,P68187,malK,Maltose/maltodextrin import ATP-binding protein MalK,REP-3rlf,3rlf-A_clean.pdb,Protein Data Bank,40989.968,1.48E-08,25,Cytosol,iJL1678,x,,,iML1515_v1
b4036,P02943,lamB,Maltoporin,REP-1af6,1af6-A_clean.pdb,Protein Data Bank,49911.6431,,301,Outer_Membrane,iJL1678,,,,iML1515_v1
b4037,P03841,malM,Maltose operon periplasmic protein,REP-E03799,E03799_clean-X_clean.pdb,metaTASSER,31943.1039,1.50E-06,334,Periplasm,Heinemann 2016,,,,iML1515_v1
b4038,P32690,yjbI,Putative uncharacterized protein YjbI,,,,51707.365,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4039,P26602,ubiC,Chorismate pyruvate-lyase,REP-1tt8,1tt8-A_clean.pdb,Protein Data Bank,18776.687,5.58E-08,94,Cytosol,iJL1678,x,,,iML1515_v1
b4040,P0AGK1,ubiA,4-hydroxybenzoate octaprenyltransferase,REP-15_286_4od5.1.A_59fcb6e3f4763dff87879f51,b4040_15_286_4od5_clean.pdb,SWISS-MODEL,32511.3528,3.19686E-06,2,Inner_Membrane,iJL1678,x,,,iML1515_v1
b4041,P0A7A7,plsB,Glycerol-3-phosphate acyltransferase,REP-PLSB_ECOLI,PLSB_ECOLI_model1_clean-X_clean.pdb,I-TASSER,91380.3649,6.46E-08,109,Cytosol,iJL1678,x,,,iML1515_v1
b4042,P0ABN1,dgkA,Diacylglycerol kinase,REP-5d6i,5d6i-A_clean.pdb,Protein Data Bank,13244.525,2.87718E-05,18,Inner_Membrane,iJL1678,x,,,iML1515_v1
b4043,P0A7C2,lexA,LexA repressor,REP-1jhf,1jhf-A_clean.pdb,Protein Data Bank,22357.4459,3.57E-07,602,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b4044,P28303,dinF,DNA damage-inducible protein F,REP-E03805,E03805_clean-X_clean.pdb,metaTASSER,49645.8083,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4045,P68206,yjbJ,UPF0337 protein YjbJ,REP-1ryk,1ryk-A_clean.pdb,Protein Data Bank,8325.1515,3.32E-08,56,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b4046,P0AC51,zur,Zinc uptake regulation protein,REP-3_148_4lmy.1.B_59cb9a5814055024522e60ca,b4046_3_148_4lmy_clean.pdb,SWISS-MODEL,19253.9843,5.34E-08,90,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b4047,P32693,yjbL,Uncharacterized protein YjbL,REP-E03808,E03808_clean-X_clean.pdb,metaTASSER,9749.2264,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4048,P32694,yjbM,Uncharacterized protein YjbM,REP-E03809,E03809_clean-X_clean.pdb,metaTASSER,26672.581,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4049,P32695,dusA,tRNA-dihydrouridine(20/20a) synthase,REP-27_341_3b0v.1.B_59f2356c7aaa0d6c436297c2,b4049_27_341_3b0v_clean.pdb,SWISS-MODEL,38467.4906,8.72E-08,147,Cytosol,iJL1678,x,,,iML1515_v1
b4050,P32696,pspG,Phage shock protein G,REP-E03811,E03811_clean-X_clean.pdb,metaTASSER,9023.3081,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b4051,P28304,qorA,Quinone oxidoreductase 1,REP-1qor,1qor-A_clean.pdb,Protein Data Bank,35171.7286,2.05E-07,346,Cytosol,Arbitrary assignment,x,,,iML1515_v1
b4052,P0ACB0,dnaB,Replicative DNA helicase,REP-26_462_2vye.1.A_59ca170bc730d42fcef5f589,b4052_26_462_2vye_clean.pdb,SWISS-MODEL,52389.4637,1.07E-07,180,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b4053,P0A6B4,alr,"Alanine racemase, biosynthetic",REP-4wr3,4wr3-A_clean.pdb,Protein Data Bank,39152.4927,1.30E-08,22,Cytosol,iJL1678,x,,,iML1515_v1
b4054,P04693,tyrB,Aromatic-amino-acid aminotransferase,REP-1_397_3tat.1.A_59f2ba15afa3585f4af90bb9,b4054_1_397_3tat_clean.pdb,SWISS-MODEL,43537.2948,1.19E-06,1999,Cytosol,iJL1678,x,,,iML1515_v1
b4055,P0AE22,aphA,Class B acid phosphatase,REP-1z5u,1z5u-A_clean.pdb,Protein Data Bank,26103.2148,2.25E-07,50,Periplasm,iJL1678,,,,iML1515_v1
b4056,P0AF48,yjbQ,UPF0047 protein YjbQ,REP-1_138_2p6c.1.A_59cc1777e6291d43d7b75505,b4056_1_138_2p6c_clean.pdb,SWISS-MODEL,15655.6144,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4057,P0AF50,yjbR,Uncharacterized protein YjbR,REP-2fki,2fki-A_clean.pdb,Protein Data Bank,13519.3124,2.27E-07,383,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b4058,P0A698,uvrA,UvrABC system protein A,REP-1_940_3uwx.1.A_59cc5460b4c268e17b760b8a,b4058_1_940_3uwx_clean.pdb,SWISS-MODEL,103866.3078,2.61E-08,44,Cytosol,Heinemann 2016,x,,,iML1515_v1
b4059,P0AGE0,ssb,Single-stranded DNA-binding protein,REP-E03821,E03821_clean-X_clean.pdb,metaTASSER,18974.7773,2.22E-06,3740,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b4060,P32700,yjcB,Uncharacterized protein YjcB,REP-E03822,E03822_clean-X_clean.pdb,metaTASSER,10303.2036,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4061,P32701,yjcC,Putative cyclic-di-GMP phosphodiesterase YjcC,REP-E03823,E03823_clean-X_clean.pdb,metaTASSER,60800.5704,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4062,P0A9E2,soxS,Regulatory protein SoxS,REP-6_104_1d5y.1.C_59b63711c730d46ebe397f55,b4062_6_104_1d5y_clean.pdb,SWISS-MODEL,12910.6731,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4063,P0ACS2,soxR,Redox-sensitive transcriptional activator SoxR,REP-E03825,E03825_clean-X_clean.pdb,metaTASSER,17149.5189,6.52E-09,11,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b4064,P0AF52,ghxP,Guanine/hypoxanthine permease GhxP,REP-E03826,E03826_clean-X_clean.pdb,metaTASSER,45710.9367,0.000115087,72,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b4065,P32703,yjcE,Uncharacterized Na(+)/H(+) exchanger YjcE,REP-E03827,E03827_clean-X_clean.pdb,metaTASSER,60522.0415,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4066,P32704,yjcF,Uncharacterized protein YjcF,REP-E03828,E03828_clean-X_clean.pdb,metaTASSER,49377.809,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4067,P32705,actP,Cation/acetate symporter ActP,REP-E03829,E03829_clean-X_clean.pdb,metaTASSER,59196.4039,1.59843E-06,1,Inner_Membrane,iJL1678,x,,,iML1515_v1
b4068,P0AF54,yjcH,Inner membrane protein YjcH,REP-E03830,E03830_clean-X_clean.pdb,metaTASSER,11671.4667,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4069,P27550,acs,Acetyl-coenzyme A synthetase,REP-5jrh,5jrh-A_clean.pdb,Protein Data Bank,72092.7077,1.40E-07,236,Cytosol,iJL1678,x,,,iML1515_v1
b4070,P0ABK9,nrfA,Cytochrome c-552,REP-2rdz,2rdz-A_clean.pdb,Protein Data Bank,53702.3342,,,Periplasm,iJL1678,,,,iML1515_v1
b4071,P0ABL1,nrfB,Cytochrome c-type protein NrfB,REP-44_185_2p0b.1.A_59cb63e7c730d49191415320,b4071_44_185_2p0b_clean.pdb,SWISS-MODEL,20714.2866,,,Periplasm,iJL1678,,,,iML1515_v1
b4072,P0AAK7,nrfC,Protein NrfC,REP-36_212_2vpz.1.B_59caace3140550897951aa7a,b4072_36_212_2vpz_clean.pdb,SWISS-MODEL,24567.2191,,,Periplasm,iJL1678,,,,iML1515_v1
b4073,P32709,nrfD,Protein NrfD,REP-E03835,E03835_clean-X_clean.pdb,metaTASSER,35041.7937,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b4074,P32710,nrfE,Probable cytochrome c-type biogenesis protein NrfE,REP-E03836,E03836_clean-X_clean.pdb,metaTASSER,61293.883,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4075,P32711,nrfF,Formate-dependent nitrite reductase complex subunit NrfF,REP-E03837,E03837_clean-X_clean.pdb,metaTASSER,14522.9106,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4076,P32712,nrfG,Formate-dependent nitrite reductase complex subunit NrfG,REP-E03838,E03838_clean-X_clean.pdb,metaTASSER,22784.0101,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4077,P21345,gltP,Proton/glutamate-aspartate symporter,REP-3_419_4ky0.1.C_59c9b9847aaa0d3af9a32559,b4077_3_419_4ky0_clean.pdb,SWISS-MODEL,47158.5953,7.99216E-06,5,Inner_Membrane,iJL1678,x,,,iML1515_v1
b4078,P0AF56,yjcO,Sel1-repeat-containing protein YjcO,REP-21_228_3rjv.1.A_59ca86193d4e1de5cfa95b38,b4078_21_228_3rjv_clean.pdb,SWISS-MODEL,25078.9045,4.50E-08,10,Periplasm,EchoLOCATION predicted,,,,iML1515_v1
b4079,P07658,fdhF,Formate dehydrogenase H,REP-2iv2,2iv2-X_clean.pdb,Protein Data Bank,,,,Cytosol,iJL1678,,,,iML1515_v1
b4080,P32714,mdtP,Multidrug resistance outer membrane protein MdtP,REP-24_478_3pik.1.A_59ca2f26b4c26885133ba375,b4080_24_478_3pik_clean.pdb,SWISS-MODEL,53452.5197,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4081,P32715,mdtO,Multidrug resistance protein MdtO,REP-MDTO_ECOLI,MDTO_ECOLI_model1_clean-X_clean.pdb,I-TASSER,76149.9291,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4082,P32716,mdtN,Multidrug resistance protein MdtN,REP-32_342_4tko.1.A_59f24397eb80f7c49e5f8392,b4082_32_342_4tko_clean.pdb,SWISS-MODEL,36907.8266,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4083,P32717,yjcS,Putative alkyl/aryl-sulfatase YjcS,REP-4pdx,4pdx-A_clean.pdb,Protein Data Bank,73149.9401,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1
b4084,P32718,alsK,D-allose kinase,REP-3htv,3htv-A_clean.pdb,Protein Data Bank,33820.571,,,Cytosol,iJL1678,,,,iML1515_v1
b4085,P32719,alsE,D-allulose-6-phosphate 3-epimerase,REP-3ctl,3ctl-A_clean.pdb,Protein Data Bank,26108.9052,7.71E-09,13,Cytosol,iJL1678,x,,,iML1515_v1
b4086,P32720,alsC,D-allose transport system permease protein AlsC,REP-E03849,E03849_clean-X_clean.pdb,metaTASSER,34315.2451,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b4087,P32721,alsA,D-allose import ATP-binding protein AlsA,REP-5_497_5kpd.1.A_59ca6166a52be74277c44a29,b4087_5_497_5kpd_clean.pdb,SWISS-MODEL,56744.2576,,,Cytosol,iJL1678,,,,iML1515_v1
b4088,P39265,alsB,D-allose-binding periplasmic protein,REP-1gud,1gud-A_clean.pdb,Protein Data Bank,32909.5082,9.45E-08,21,Periplasm,iJL1678,,,,iML1515_v1
b4089,P0ACS7,rpiR,HTH-type transcriptional regulator RpiR,REP-15_287_4ivn.1.A_59fca65b3d4e1df74872316a,b4089_15_287_4ivn_clean.pdb,SWISS-MODEL,32361.9121,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4090,P37351,rpiB,Ribose-5-phosphate isomerase B,REP-2vvr,2vvr-A_clean.pdb,Protein Data Bank,16073.1342,5.93E-09,10,Cytosol,iJL1678,x,,,iML1515_v1
b4092,P16692,phnP,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",REP-3g1p,3g1p-A_clean.pdb,Protein Data Bank,27847.4709,,,Periplasm,EchoLOCATION experimental,,,,iML1515_v1
b4093,P16691,phnO,Aminoalkylphosphonate N-acetyltransferase,REP-4_144_1z4e.1.A_59cd7cb5140550b080e40a2b,b4093_4_144_1z4e_clean.pdb,SWISS-MODEL,16569.658,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4094,P16690,phnN,"Ribose 1,5-bisphosphate phosphokinase PhnN",REP-3_185_2anb.1.A_59cb6af9c730d44ddfab1724,b4094_3_185_2anb_clean.pdb,SWISS-MODEL,20729.3504,,,Cytosol,iJL1678,,,,iML1515_v1
b4095,P16689,phnM,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase,REP-1_378_1nfg.1.A_59f236757aaa0da5c3ece071,b4095_1_378_1nfg_clean.pdb,SWISS-MODEL,42009.9411,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4096,P16679,phnL,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL,REP-1_225_1f3o.1.A_59ca957e573f20817fea03d2,b4096_1_225_1f3o_clean.pdb,SWISS-MODEL,24705.1659,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4097,P16678,phnK,Putative phosphonates utilization ATP-binding protein PhnK,REP-3_248_4fwi.1.A_59ca40d8140550807234b59b,b4097_3_248_4fwi_clean.pdb,SWISS-MODEL,27830.5041,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4098,P16688,phnJ,Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase,REP-4xb6,4xb6-D_clean.pdb,Protein Data Bank,31844.786,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4099,P16687,phnI,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI,REP-4xb6,4xb6-C_clean.pdb,Protein Data Bank,38852.3173,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4100,P16686,phnH,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH,REP-2fsu,2fsu-A_clean.pdb,Protein Data Bank,21027.0471,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4101,P16685,phnG,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG,REP-4xb6,4xb6-A_clean.pdb,Protein Data Bank,16539.4673,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4102,P16684,phnF,Probable transcriptional regulator PhnF,REP-3_240_2wv0.1.A_59ca6150a52be74277c44991,b4102_3_240_2wv0_clean.pdb,SWISS-MODEL,27621.0975,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4103,P0DP70,phnE,Putative cryptic phosphonate transport system permease protein PhnE2,REP-2_121_3tui.1.B_59cc3d24a52be72acd458a86,b4103_2_121_3tui_clean.pdb,SWISS-MODEL,13334.6625,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4103,P0DP70,phnE,Putative cryptic phosphonate transport system permease protein PhnE2,REP-2_121_3tui.1.B_59cc3d24a52be72acd458a86,b4103_2_121_3tui_clean.pdb,SWISS-MODEL,13334.6625,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4104,P0DP69,phnE1,Putative cryptic phosphonate transport system permease protein PhnE1,,,,22796.6262,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b4105,P16682,phnD,Phosphonates-binding periplasmic protein,REP-3quj,3quj-A_clean.pdb,Protein Data Bank,37370.108,,,Periplasm,EchoLOCATION experimental,,,,iML1515_v1
b4106,P16677,phnC,Phosphonates import ATP-binding protein PhnC,REP-1_242_4u02.3.A_59caace2140550897951aa62,b4106_1_242_4u02_clean.pdb,SWISS-MODEL,29430.2562,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4107,P16681,phnB,Protein PhnB,REP-1_142_1tsj.1.A_59cbfba7140550a22d7ea302,b4107_1_142_1tsj_clean.pdb,SWISS-MODEL,16171.1477,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b4108,P0AFJ1,phnA,Protein PhnA,REP-2_110_2akl.1.A_59cc72dba52be730241c33f2,b4108_2_110_2akl_clean.pdb,SWISS-MODEL,12344.9319,5.87E-08,99,Cytosol,Arbitrary assignment,x,,,iML1515_v1
b4109,P0DM85,crfC,Clamp-binding protein CrfC,REP-YJDA_ECOLI,YJDA_ECOLI_model1_clean-X_clean.pdb,I-TASSER,84370.0477,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b4110,P39267,yjcZ,Uncharacterized protein YjcZ,REP-E03871,E03871_clean-X_clean.pdb,metaTASSER,32898.4043,8.66E-08,146,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b4111,P0C0L7,proP,Proline/betaine transporter,REP-E03872,E03872_clean-X_clean.pdb,metaTASSER,54845.1589,0.000396411,248,Inner_Membrane,iJL1678,x,,,iML1515_v1
b4112,P30844,basS,Sensor protein BasS,REP-BASS_ECOLI,BASS_ECOLI_model1_clean-X_clean.pdb,I-TASSER,41028.7481,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4113,P30843,basR,Transcriptional regulatory protein BasR,REP-1_219_4s05.1.A_59caae4014055011d0e8cde6,b4113_1_219_4s05_clean.pdb,SWISS-MODEL,25030.5079,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4114,P30845,eptA,Phosphoethanolamine transferase EptA,REP-9_544_5fgn.1.A_59caab4314055042a6ff8046,b4114_9_544_5fgn_clean.pdb,SWISS-MODEL,61666.3727,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b4115,P60061,adiC,Arginine/agmatine antiporter,REP-3ob6,3ob6-A_clean.pdb,Protein Data Bank,46842.0701,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b4116,P33234,adiY,HTH-type transcriptional regulator AdiY,REP-5_249_5suw.1.A_59ca3bf21405504d0035adb5,b4116_5_249_5suw_clean.pdb,SWISS-MODEL,29006.4406,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4117,P28629,adiA,Biodegradative arginine decarboxylase,REP-2vyc,2vyc-A_clean.pdb,Protein Data Bank,84424.2842,,,Cytosol,iJL1678,,,,iML1515_v1
b4118,P0ACH8,melR,Melibiose operon regulatory protein,REP-E03880,E03880_clean-X_clean.pdb,metaTASSER,34927.4945,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4119,P06720,melA,Alpha-galactosidase,REP-4_450_1vjt.1.A_59c9dc63ad01f0b4210654fd,b4119_4_450_1vjt_clean.pdb,SWISS-MODEL,50656.5313,0,0,Cytosol,iJL1678,x,,,iML1515_v1
b4120,P02921,melB,Melibiose carrier protein,REP-4m64,4m64-A_clean.pdb,Protein Data Bank,52635.7703,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b4121,P39270,yjdF,Inner membrane protein YjdF,REP-E03883,E03883_clean-X_clean.pdb,metaTASSER,23441.7174,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4122,P14407,fumB,"Fumarate hydratase class I, anaerobic",REP-25_539_5l2r.1.A_59caad53140550aae0e077ba,b4122_25_539_5l2r_clean.pdb,SWISS-MODEL,60104.6108,,,Cytosol,iJL1678,,,,iML1515_v1
b4123,P0ABN9,dcuB,Anaerobic C4-dicarboxylate transporter DcuB,REP-E03885,E03885_clean-X_clean.pdb,metaTASSER,47934.6886,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b4124,P0AD01,dcuR,Transcriptional regulatory protein DcuR,REP-E03886,E03886_clean-X_clean.pdb,metaTASSER,27488.1116,8.90E-09,15,Cytosol,Heinemann 2016,x,,,iML1515_v1
b4125,P0AEC8,dcuS,Sensor histidine kinase DcuS,REP-E03887,E03887_clean-X_clean.pdb,metaTASSER,60549.9282,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b4126,P0AF59,yjdI,Uncharacterized protein YjdI,REP-E03888,E03888_clean-X_clean.pdb,metaTASSER,8549.7998,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4127,P39274,yjdJ,Uncharacterized protein YjdJ,REP-5i0c,5i0c-A_clean.pdb,Protein Data Bank,10467.9319,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b4128,P0AF61,ghoS,Endoribonuclease antitoxin GhoS,REP-2llz,2llz-A_clean.pdb,Protein Data Bank,11467.8406,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b4129,P0A8N5,lysU,"Lysine--tRNA ligase, heat inducible",REP-1e1o,1e1o-A_clean.pdb,Protein Data Bank,57825.8878,3.00E-07,506,Cytosol,iJL1678,x,,,iML1515_v1
b4130,P39276,dtpC,Dipeptide and tripeptide permease C,REP-5_465_4q65.1.A_59ca2e1cb4c26852f45c6f3e,b4130_5_465_4q65_clean.pdb,SWISS-MODEL,53054.0015,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b4131,P0A9H3,cadA,Inducible lysine decarboxylase,REP-3n75,3n75-A_clean.pdb,Protein Data Bank,81259.1991,,,Cytosol,iJL1678,,,,iML1515_v1
b4132,P0AAE8,cadB,Probable cadaverine/lysine antiporter,REP-2_438_5j4i.1.A_59fcc0de573f2046aabca371,b4132_2_438_5j4i_clean.pdb,SWISS-MODEL,46664.5131,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
