 ,Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,MOLARITY,Copy_number,Localization,Localization_source,INCLUDE,COLOR,NOTES,model_id,Copy_number2,NumUsed,Protein_stoichiometry,PDB_coverage,PDB_stoichiometry,PDB_quality,Localization_multiple,need_dummy,PRINCIPAL_VECTOR,OFFSET,JITTER_MAX,PRINCIPAL_VECTOR_source,TM1_residues,TM2_residues,molecules/sqA
4684,,,CPLX0-7704_mod_mg2,"lipid (cold) A transport via ABC system (periplasm);phosphatidate transport via ABC system (n-C18:0, periplasm);phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm);phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm);phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm);phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm);phosphatidate transport via ABC system (n-C18:1, periplasm);phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm);phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm);phosphatidylglycerol transport via ABC system (n-C16:1, periplasm);phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm);phosphatidate transport via ABC system (n-C16:0, periplasm);phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm);phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm);phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm);phosphatidate transport via ABC system (n-C16:1, periplasm);phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm);phosphatidylglycerol transport via ABC system (n-C18:0, periplasm);phosphatidylglycerol transport via ABC system (n-C14:1, periplasm);phosphatidylglycerol transport via ABC system (n-C16:0, periplasm);phosphatidate transport via ABC system (n-C14:0, periplasm);phosphatidylglycerol transport via ABC system (n-C18:1, periplasm);phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm);phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm);phosphatidate transport via ABC system (n-C12:0, periplasm);core oligosaccharide lipid A transport via ABC system (periplasm);phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm);lipid A transport via ABC system (periplasm);KDO(2)-lipid IV A transport via ABC system (periplasm);phosphatidate transport via ABC system (n-C14:1, periplasm);phosphatidylglycerol transport via ABC system (n-C12:0, periplasm);phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",3b5w_bio4,3b5w_bio4_merged.pdb,Protein Data Bank,128928.15199999999,1.0321483553539472e-08,,Inner_Membrane,iJL1678,x,,,ECOLIme,11.0,-11,b0914:2,complete,3b5w_bio2:1,all-experimental,,,"0.00155172952419966,-0.02126645139483856,0.99977263924382076",,,GEMbrane,"G_114,G_134,G_392,G_131,H_46,H_73,H_76,H_283,G_417,G_189,G_252,H_225,H_230,G_344,G_346,H_232,G_190,H_279","G_515,H_504,H_116,H_526,G_220,H_421,H_541,H_108,H_497,G_217,H_378,H_318,H_576,H_535,H_13,H_16,G_578",1.4222948598263766e-08
4685,,,CPLX0-7709_mod_mg2,gamma glutamyl putrescine synthase;glutamine synthetase,P78061_23_471_1hto,P78061_23_471_1hto.pdb,SWISS-MODEL,637766.424,2.0642967107078945e-08,,Cytosol,iJL1678,x,,,ECOLIme,22.0,-22,b1297:12,complete,P78061_23_471_1hto:1,all-homology,,,,,,,,,
4686,,,CPLX0-7712_mod_mg2,GDP-mannose mannosyl hydrolase,1rya,1rya.pdb,Protein Data Bank,36532.98,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2051:2,complete,1rya:1,all-experimental,,,,,,,,,
4687,,,CPLX0-7712_mod_mn2,GDP-mannose mannosyl hydrolase,1rya,1rya.pdb,Protein Data Bank,36532.98,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2051:2,complete,1rya:1,all-experimental,,,,,,,,,
4688,,,CPLX0-7717,murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm);murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),5u2g,5u2g.pdb,Protein Data Bank,187263.042,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b3396:2,complete,5u2g:1,all-experimental,,,,,,,,,0.0
4689,,,CPLX0-7717_G6561-MONOMER,murein polymerizing transglycosylase;murein polymerizing transglycosylase 2 (three linked units),,,Protein Data Bank; SWISS-MODEL,242551.99300000002,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b1069:1; b3396:2,dummy,5u2g:1; P0AF16_4_505_5t77:1,mix-experimental-homology,,,,,,,,,0.0
4690,,,CPLX0-7718,UDP-L-Ara4N formyltransferase;UDP-glucuronate C-4_prime__prime_ decarboxylase,P77398_1_656_4wkg,P77398_1_656_4wkg.pdb,SWISS-MODEL,445686.95399999997,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2255:6,complete,P77398_1_656_4wkg:1,all-homology,,,,,,,,,
4691,,,CPLX0-7719_mod_4fe4s,quinolinate synthase,,,SWISS-MODEL,76451.792,1.6514373685663156e-07,,Cytosol,iJL1678,,,,ECOLIme,176.0,-176,b0750:2,dummy,P11458_26_342_4hhe:2,all-homology,,True,,,,,,,
4692,,,CPLX0-7720,transport (cytoplasm to periplasm),,,SWISS-MODEL,26287.409,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b2258:1; b4544:1,dummy,Q47377_3_110_2i68:1; P76474_2_125_5i20:1,all-homology,,,,,,,,,0.0
4693,,,CPLX0-7732,N-acetylmuramate 6-phosphate hydrolase,P76535_1_295_4s12,P76535_1_295_4s12.pdb,SWISS-MODEL,62432.114,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2428:2,complete,P76535_1_295_4s12:1,all-homology,,,,,,,,,
4694,,,CPLX0-7741_mod_adocbl,Methylmalonyl-CoA mutase,2req,2req.pdb,Protein Data Bank,155690.788,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2917:2,complete,2req:1,all-experimental,,,,,,,,,
4695,,,CPLX0-7744_mod_mg2,3-keto-L-gulonate 6-phosphate decarboxylase,1q6l,1q6l.pdb,Protein Data Bank,47142.276,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b4196:2,complete,1q6l:1,all-experimental,,,,,,,,,
4696,,,CPLX0-7760_mod_4fe4s,"aconitase (half-reaction B, Isocitrate hydro-lyase);aconitase (half-reaction A, Citrate hydro-lyase)",2b3y,2b3y.pdb,Protein Data Bank,195319.02800000002,3.377940072067464e-08,,Cytosol,iJL1678,x,,,ECOLIme,36.0,-36,b1276:2,complete,2b3y:1,all-experimental,,,,,,,,,
4697,,,CPLX0-7761_mod_4fe4s,"aconitase (half-reaction B, Isocitrate hydro-lyase);2-methylisocitrate dehydratase;aconitase (half-reaction A, Citrate hydro-lyase)",1l5j,1l5j.pdb,Protein Data Bank,186948.702,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0118:2,complete,1l5j:1,all-experimental,,,,,,,,,
4698,,,CPLX0-7776_mod_mn2,fructose-bisphosphatase,,,Protein Data Bank,68625.092,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2930:2,dummy,3d1r_bio1:2,all-experimental,,,,,,,,,
4699,,,CPLX0-7788,dihydrouracil dehydrogenase (NAD),,,SWISS-MODEL,178751.276,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2146:2; b2147:2,dummy,P76440_3_408_1gth:1; P25889_3_401_1gth:1,all-homology,,,,,,,,,
4700,,,CPLX0-7794,gamma-hydroxybutyrate dehydrogenase (NADH),P0A9V8_2_290_3q3c,P0A9V8_2_290_3q3c.pdb,SWISS-MODEL,124617.23599999999,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b3882:4,complete,P0A9V8_2_290_3q3c:1,all-homology,,,,,,,,,
4701,,,CPLX0-7808_mod_mn2,coproporphyrinogen oxidase (O2 required),P36553_4_299_5eo6,P36553_4_299_5eo6.pdb,SWISS-MODEL,68633.47,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2436:2,complete,P36553_4_299_5eo6:1,all-homology,,,,,,,,,
4702,,,CPLX0-7811,protoporphyrinogen oxidase (aerobic);protoporphyrinogen oxidase (anaerobic),,,I-TASSER,84941.90400000001,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b3850:4,dummy,HEMG_ECOLI:4,all-homology,,,,,,,,,
4703,,,CPLX0-7817,CPLX0-7817,2wci_bio2,2wci_bio2_merged.pdb,Protein Data Bank,25747.572,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b1654:2,complete,2wci_bio2:1,all-experimental,,,,,,,,,
4704,,,CPLX0-7819,potassium transport out via proton antiport (periplasm),P03819_401_562_3eyw,P03819_401_562_3eyw.pdb,SWISS-MODEL,135572.264,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b0047:2,complete,P03819_401_562_3eyw:1,all-homology,,,,,,,,,0.0
4705,,,CPLX0-7824,CPLX0-7824,P77667_9_122_2d2a,P77667_9_122_2d2a.pdb,SWISS-MODEL,26586.26,7.506533493483254e-09,,Cytosol,iJL1678,x,,,ECOLIme,8.0,-8,b1684:2,complete,P77667_9_122_2d2a:1,all-homology,,,,,,,,,
4706,,,CPLX0-7826_mod_mg2,Nucleoside triphosphate pyrophosphorylase (ditp);Nucleoside triphosphate pyrophosphorylase (itp);Nucleoside triphosphate pyrophosphorylase (xtp),2q16_bio1,2q16_bio1_merged.pdb,Protein Data Bank,42063.725999999995,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2954:2,complete,2q16_bio1:1,all-experimental,,,,,,,,,
4707,,,CPLX0-782_mod_2:4fe4s,CPLX0-782,,,SWISS-MODEL,72147.932,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0628:2,dummy,P60716_38_311_4u0p:2,all-homology,,,,,,,,,
4708,,,CPLX0-7838_CPLX0-7839_mod_pydx5p,L-cysteine sulfinic acid desulfurase,5ft8_bio3,5ft8_bio3_merged.pdb,Protein Data Bank,118323.20599999999,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2810:2; b2811:2,complete,5ft8_bio3:1,all-experimental,,,,,,,,,
4709,,,CPLX0-7838_mod_pydx5p,L-cysteine sulfinic acid desulfurase,5ft5,5ft5.pdb,Protein Data Bank,86444.546,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2810:2,complete,5ft5:1,all-experimental,,,,,,,,,
4710,,,CPLX0-7843,"formate transport via diffusion (cytoplasm to periplasm);formate transport via proton symport (uptake only, periplasm)",3kcv_bio2,3kcv_bio2_merged.pdb,Protein Data Bank,154944.625,9.383166866854067e-10,,Inner_Membrane,iJL1678,x,,,ECOLIme,1.0,-1,b0904:5,complete,3kcv_bio2:1,all-experimental,,,"0.0075452970875114446,0.0079518117672910168,0.99993991678574312",,,GEMbrane,"F_152,F_64,F_140,J_246,G_138,G_64,G_149,F_157,G_140,G_155,F_145,H_57,J_222,J_145,H_64,I_57,J_149,G_157,G_153,G_152,H_138,I_153,H_223,I_152,G_57,F_223,J_64,H_246,I_138,I_246,I_157,J_152,I_155,H_159,I_148,I_159,H_152,H_153,H_148,F_57,J_57,J_138,G_246,G_223,J_159,G_148,H_157,J_155,J_157,F_159,I_64,J_153,F_153,H_155,F_246,F_138,I_222,G_145,J_140,H_149,I_149,H_145,I_145,G_159,H_140,F_149,F_155","J_110,J_107,I_187,G_107,G_96,H_31,I_31,F_31,G_108,H_184,H_187,G_273,F_187,J_97,G_110,H_110,I_98,F_107,J_31,I_107,I_108,G_183,F_110,G_187,I_185,F_96,G_31,H_276,H_96,G_275,J_187,J_184,F_184",1.2929953271148878e-09
4711,,,CPLX0-7847,PDX5PS1,P19624_2_329_1ps7,P19624_2_329_1ps7.pdb,SWISS-MODEL,70213.784,7.881860168157415e-08,,Cytosol,iJL1678,x,,,ECOLIme,84.0,-84,b0052:2,complete,P19624_2_329_1ps7:1,all-homology,,,,,,,,,
4712,,,CPLX0-7848_mod_mn2,L-ascorbate 6-phosphate lactonase,2wym_bio1,2wym_bio1_merged.pdb,Protein Data Bank,240310.782,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b4192:6,complete,2wym_bio1:1,all-experimental,,,,,,,,,
4713,,,CPLX0-7877,glucose-6-phosphate isomerase,P0A6T1_1_549_3nbu,P0A6T1_1_549_3nbu.pdb,SWISS-MODEL,123035.83,4.691583433427033e-08,,Cytosol,iJL1678,x,,,ECOLIme,50.0,-50,b4025:2,complete,P0A6T1_1_549_3nbu:1,all-homology,,,,,,,,,
4714,,,CPLX0-7878,Oxalyl-CoA decarboxylase,2q28_bio1,2q28_bio1_merged.pdb,Protein Data Bank,242285.776,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2373:4,complete,2q28_bio1:1,all-experimental,,,,,,,,,
4715,,,CPLX0-7882_mod_hco3,"1,4-dihydroxy-2-napthoyl-CoA synthase",4i42_bio2,4i42_bio2_merged.pdb,Protein Data Bank,189781.542,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2262:6,complete,4i42_bio2:1,all-experimental,,,,,,,,,
4716,,,CPLX0-7887,L-alanine transaminase,P77434_5_398_4ge9,P77434_5_398_4ge9.pdb,SWISS-MODEL,92434.92,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2379:2,complete,P77434_5_398_4ge9:1,all-homology,,,,,,,,,
4717,,,CPLX0-7888,L-alanine transaminase,P0A959_1_404_4cvq,P0A959_1_404_4cvq.pdb,SWISS-MODEL,91021.06800000001,4.785415102095573e-08,,Cytosol,iJL1678,x,,,ECOLIme,51.0,-51,b2290:2,complete,P0A959_1_404_4cvq:1,all-homology,,,,,,,,,
4718,,,CPLX0-7904,Uridine hydrolase;Cytidine hydrolase,P33022_3_311_3b9x,P33022_3_311_3b9x.pdb,SWISS-MODEL,134932.348,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2162:4,complete,P33022_3_311_3b9x:1,all-homology,,,,,,,,,
4719,,,CPLX0-7904_mod_ca2,Uridine hydrolase;Cytidine hydrolase,P33022_3_311_3b9x,P33022_3_311_3b9x.pdb,SWISS-MODEL,134932.348,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2162:4,complete,P33022_3_311_3b9x:1,all-homology,,,,,,,,,
4720,,,CPLX0-7906,Carnitine/butyrobetaine antiporter (periplasm);L-carnitine/D-carnitine antiporter (periplasm),P31553_8_503_2wsx,P31553_8_503_2wsx.pdb,SWISS-MODEL,169778.00699999998,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b0040:3,complete,P31553_8_503_2wsx:1,all-homology,,,,,,,,,0.0
4721,,,CPLX0-7912,phosphotransacetylase,P77218_2_323_1vmi,P77218_2_323_1vmi.pdb,SWISS-MODEL,72129.82,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2458:2,complete,P77218_2_323_1vmi:1,all-homology,,,,,,,,,
4722,,,CPLX0-821,Fructoselysine phosphate deglycase,,,SWISS-MODEL,462615.31200000003,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b3371:12,dummy,P0AC00_29_340_3eua:6,all-homology,,,,,,,,,
4723,,,CPM-KDOSYNTH-MONOMER_mod_mg2,3-deoxy-manno-octulosonate cytidylyltransferase,3jtj,3jtj.pdb,Protein Data Bank,27603.48,8.322869010899556e-07,,Cytosol,iJL1678,x,,,ECOLIme,887.0,-887,b0918:1,complete,3jtj:1,all-experimental,,,,,,,,,
4724,,,CTPSYN-CPLX_mod_mg2,CTP synthase (glutamine),2ad5_bio1,2ad5_bio1_merged.pdb,Protein Data Bank,241445.312,2.758651058855095e-07,,Cytosol,iJL1678,x,,,ECOLIme,294.0,-294,b2780:4,complete,2ad5_bio1:1,all-experimental,,,,,,,,,
4725,,,CYCA-MONOMER,D-serine transport in via proton symport (periplasm);D-alanine transport in via proton symport (periplasm);beta-alanine transport in via proton symport (periplasm);glycine transport in via proton symport (periplasm);L-alanine transport in via proton symport (periplasm),CYCA_ECOLI,CYCA_ECOLI_model1.pdb,I-TASSER,51666.018,6.5682168067978465e-09,,Inner_Membrane,iJL1678,x,,,ECOLIme,7.0,-7,b4208:1,complete,CYCA_ECOLI:1,all-homology,,,"0.043492429839059502,-0.027583642803525973,0.99867289499434286",,,GEMbrane,"X_218,X_45,X_57,X_287,X_372,X_266,X_361,X_364,X_366,X_435,X_188,X_290,X_292,X_129,X_130,X_439,X_294","X_72,X_250,X_392,X_98,X_160,X_413,X_411,X_101,X_30,X_230,X_348",9.050967289804215e-09
4726,,,CYNX-MONOMER,Cyanate transport via proton symport (periplasm),CYNX_ECOLI,CYNX_ECOLI_model1.pdb,I-TASSER,41374.068,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b0341:1,complete,CYNX_ECOLI:1,all-homology,,,,,,,,,0.0
4727,,,CYSTATHIONINE-BETA-LYASE-CPLX,cystathionine b-lyase;Cysteine Desulfhydrase,2fq6_bio1,2fq6_bio1_merged.pdb,Protein Data Bank,172822.12399999998,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b3008:4,complete,2fq6_bio1:1,all-experimental,,,,,,,,,
4728,,,CYSTATHIONINE-BETA-LYASE-CPLX_mod_pydx5p,cystathionine b-lyase;Cysteine Desulfhydrase,2fq6_bio1,2fq6_bio1_merged.pdb,Protein Data Bank,172822.12399999998,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b3008:4,complete,2fq6_bio1:1,all-experimental,,,,,,,,,
4729,,,CYT-D-UBIOX-CPLX_mod_pheme_mod_hemed,cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm),,,I-TASSER,100656.74900000001,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b0733:1; b0734:1,dummy,CYDA_ECOLI:1; CYDB_ECOLI:1,all-homology,,,,,,,,,0.0
4730,,,CYT-O-UBIOX-CPLX_mod_pheme_mod_cu2,cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),,,Protein Data Bank; SWISS-MODEL,143925.09699999998,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b0429:1; b0431:1; b0430:1; b0432:1,dummy,1fft_bio1:1; P0ABJ6_72_105_5xtc:1,mix-experimental-homology,,,,,,,,,0.0
4731,,,CYTDEAM-MONOMER_mod_cobalt2_mod_zn2,Cytosine deaminase,1k70,1k70.pdb,Protein Data Bank,47577.072,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0337:1,complete,1k70:1,all-experimental,,,,,,,,,
4732,,,CYTDEAM-MONOMER_mod_fe2_mod_zn2,Cytosine deaminase,1k70,1k70.pdb,Protein Data Bank,47577.072,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0337:1,complete,1k70:1,all-experimental,,,,,,,,,
4733,,,CYTDEAM-MONOMER_mod_mn2_mod_zn2,Cytosine deaminase,1k70,1k70.pdb,Protein Data Bank,47577.072,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0337:1,complete,1k70:1,all-experimental,,,,,,,,,
4734,,,CYTIDEAM-CPLX_mod_zn2,cytidine deaminase;deoxycytidine deaminase,1ctu_bio1,1ctu_bio1_merged.pdb,Protein Data Bank,63061.882000000005,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2143:2,complete,1ctu_bio1:1,all-experimental,,,,,,,,,
4735,,,CysS_mono_mod_1:zn2,cysteinyl-tRNA synthetase (EC:6.1.1.16),1u0b,1u0b.pdb,Protein Data Bank,52183.22,1.688970036033732e-08,,Cytosol,iJL1678,x,,,ECOLIme,18.0,-18,b0526:1,complete,1u0b:1,all-experimental,,,,,,,,,
4736,,,DALADALALIGA-MONOMER,D-alanine-D-alanine ligase (reversible),P0A6J8_2_363_3i12,P0A6J8_2_363_3i12.pdb,SWISS-MODEL,39300.844,1.688970036033732e-08,,Cytosol,iJL1678,x,,,ECOLIme,18.0,-18,b0381:1,complete,P0A6J8_2_363_3i12:1,all-homology,,,,,,,,,
4737,,,DALADALALIGB-CPLX,D-alanine-D-alanine ligase (reversible),4c5b_bio1,4c5b_bio1_merged.pdb,Protein Data Bank,65653.516,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0092:2,complete,4c5b_bio1:1,all-experimental,,,,,,,,,
4738,,,DALADEHYDROGA-MONOMER,D-Amino acid dehydrogenase,DADA_ECOLI,DADA_ECOLI_model1.pdb,I-TASSER,47603.501,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b1189:1,complete,DADA_ECOLI:1,all-homology,,,,,,,,,
4739,,,DAPASYN-CPLX_mod_pydx5p,adenosylmethionine-8-amino-7-oxononanoate transaminase,1qj5_bio1,1qj5_bio1_merged.pdb,Protein Data Bank,94645.616,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0774:2,complete,1qj5_bio1:1,all-experimental,,,,,,,,,
